cohort,DPH,seq,video_name,fps,num_frames_sampled,last_frame_sampled,duration.sampled,num_frames_with_detections,total_clips,removed_preds,start_frame,rotifers,artemia,temp,oxygen,PH,our.temp,mean_current,std_current,rms_current,pull,crazy,fast_start,rotate,breathe,swim,other,strike,spit_i&o,no_fish,tot_preds_in_sampled_time,tot_labeled,proportion_no_fish,min_labeled,frame_span_labeled,manually_annotated,mean_detections_per_frame_20,std_detections_per_frame_20,max_detections_per_frame_20,last_frame_labeled,age_group,frame_size,manual_strikes,manual_strikes_detected_kinetics,manual_strikes_detected_ssv,manual_strikes_detected,new_strikes_kinetics_only,new_strikes_ssv_only,new_strikes_both,new_strikes_detected,unique_strikes,tot_labeled_both,tank,full_duration_min,ssv2_execution_time,kinetics_execution_time
F13,19,Seq2,Seq2_19DPH_F13,500,2259,135520,,1248,1791,79,0,345,23,19.4,87,8.12,,,,,0,0,0,0,1,157,1,0,0,0,1712,158,0,4.518666667,135560,TRUE,0.666666667,1.016530045,4,135560,Dec-20,400,0,0,0,0,0,0,0,0,0,186,81,4.519033333,2743.420146,2614.561259
F13,29,Seq1,Seq1_29DPH_F13,500,2501,150040,,1212,1842,122,0,0,115.5,19.3,85,8.1,,,,,2,0,0,0,0,113,3,0,0,0,1720,116,0,5.002666667,150080,TRUE,0.80952381,0.872871561,3,150080,27-30,400,0,0,0,0,0,0,0,0,0,138,81,20.0084,2802.876951,2649.177469
F13,29,Seq2,Seq2_29DPH_F13,500,2501,150040,,714,868,45,0,0,115.5,19.3,85,8.1,,,,,8,0,0,0,0,18,8,0,0,0,823,26,0,5.002666667,150080,TRUE,0.523809524,0.679635757,2,150080,27-30,400,0,0,0,0,0,0,0,0,0,37,81,20.05703333,1686.84742,1739.679609
F14,9,Seq1,Seq1_09DPH_F14,544,2721,163240,,339,386,12,0,108,0,19,96,8.18,,,,,3,1,0,0,0,22,3,0,0,0,374,25,0,5.00245098,163280,TRUE,0.047619048,0.21821789,1,163280,06-Nov,400,0,0,0,0,0,0,0,0,0,39,61,10.03636642,786.5425575,1174.058543
F14,9,Seq2,Seq2_09DPH_F14,544,2721,163240,,332,354,9,0,108,0,19,96,8.18,,,,,0,0,0,0,0,27,0,0,0,0,345,27,0,5.00245098,163280,TRUE,0.047619048,0.21821789,1,163280,06-Nov,400,0,0,0,0,0,0,0,0,0,35,61,10.18259804,750.4657865,1143.134397
F14,12,Seq1,Seq1_12DPH_F14,498,2491,149440,,1214,1734,98,0,250,0,19,92,8.26,,,,,0,3,0,0,0,187,4,0,0,0,1636,191,0,5.002677376,149480,TRUE,0.619047619,1.023532631,4,149480,Dec-20,400,0,0,0,0,0,0,0,0,0,197,61,21.9771419,2699.13589,2686.743284
F14,12,Seq2,Seq2_12DPH_F14,500,2501,150040,,973,1258,52,0,250,0,19,92,8.26,,,,,1,0,0,0,0,57,1,0,0,0,1206,58,0,5.002666667,150080,TRUE,0.571428571,0.746420027,3,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,60,61,20.00033333,2089.264974,2097.973902
F14,20,Seq1,Seq1_20DPH_F14,500,2501,150040,,491,576,10,0,326,22.4,19.1,99,8.09,,,,,0,1,0,0,0,42,1,0,0,0,566,43,0,5.002666667,150080,TRUE,0.047619048,0.21821789,1,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,57,61,20.0287,1213.949717,1347.816297
F14,20,Seq2,Seq2_20DPH_F14,500,2501,150040,,107,110,0,0,326,22.4,19.1,99,8.09,,,,,0,0,0,0,0,1,0,0,0,0,110,1,0,5.002666667,150080,TRUE,0.047619048,0.21821789,1,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,9,61,20.0287,427.9086637,649.5188985
F14,20,Seq3,Seq3_20DPH_F14,500,2501,150040,,133,139,1,0,326,22.4,19.1,99,8.09,,,,,0,0,0,0,0,0,0,0,0,2,138,2,1,5.002666667,150080,TRUE,0,0,0,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,16,61,20.24433333,457.835923,683.8638089
F14,23,Seq1,Seq1_23DPH_F14,500,2501,150040,,136,156,5,0,403,46,19.4,92,8.11,,,,,1,0,0,0,0,17,1,0,0,0,151,18,0,5.002666667,150080,TRUE,0.095238095,0.300792604,1,150080,21-26,400,0,0,0,0,0,0,0,0,0,19,61,20.227,460.3419735,670.9319067
F14,23,Seq2,Seq2_23DPH_F14,500,2501,150040,,369,407,22,0,403,46,19.4,92,8.11,,,,,0,0,0,0,0,34,0,0,1,0,385,35,0,5.002666667,150080,TRUE,0.095238095,0.300792604,1,150080,21-26,400,0,0,0,0,0,0,0,0,0,43,61,19.94493333,878.8392975,1069.84704
F14,24,Seq1,Seq1_24DPH_F14,500,2501,150040,,822,1023,31,0,0,64.4,19.5,94,8.13,,,,,6,3,0,0,0,130,9,0,0,2,992,141,0.014184397,5.002666667,150080,TRUE,0.285714286,0.46291005,1,150080,21-26,400,0,0,0,0,0,0,0,0,0,159,61,19.3247,1807.558506,2190.960925
F14,24,Seq2,Seq2_24DPH_F14,500,2501,150040,,2499,6034,137,0,0,64.4,19.5,94,8.13,,,,,6,1,0,0,0,134,8,0,0,10,5897,152,0.065789474,5.002666667,150080,TRUE,2.476190476,0.872871561,4,150080,21-26,400,0,0,0,0,0,0,0,0,0,177,61,20.1957,6823.04651,6274.12012
F14,30,Seq1,Seq1_30DPH_F14,500,2501,150040,,2400,6392,526,0,0,109.2,21,80,8.16,,,,,4,1,0,0,5,191,10,0,1,1,5866,203,0.004926108,5.002666667,150080,TRUE,2.476190476,1.209092537,4,150080,27-30,400,0,0,0,0,0,0,0,0,0,214,61,19.7853,7009.777963,6836.970175
F14,30,Seq2,Seq2_30DPH_F14,500,2501,150040,,1591,2370,98,0,0,109.2,21,80,8.16,,,,,0,0,0,0,0,0,0,0,0,0,2272,0,,5.002666667,150080,TRUE,1,0.774596669,3,150080,27-30,400,0,0,0,0,1,0,0,1,1,140,61,19.92956667,3694.185336,4042.132827
F15,8,Seq1,Seq1_08DPH_F15,544,2721,163240,,2466,11441,1507,0,240,0,19.2,86,8.13,,,,,0,0,0,1,0,499,1,0,0,0,3796,500,0,1.234068627,40280,TRUE,4.142857143,2.535462764,10,40280,06-Nov,400,0,0,0,0,0,0,0,0,0,524,71,11.43740809,9517.963977,9185.674089
F15,8,Seq2,Seq2_08DPH_F15,544,2721,163240,,2028,4576,365,0,240,0,19.2,86,8.13,,,,,0,0,0,0,0,0,0,0,0,0,4211,0,,5.00245098,163280,TRUE,1.714285714,1.189237451,4,163280,06-Nov,400,0,0,0,0,1,0,0,1,1,475,71,10.04718137,5341.306976,5600.860928
F15,23,Seq1,Seq1_23DPH_F15,500,2501,150040,,653,819,33,0,377,50.4,20,80,8.03,,,,,0,0,0,0,0,10,0,0,0,0,786,10,0,5.002666667,150080,TRUE,0.238095238,0.436435781,1,150080,21-26,400,0,0,0,0,0,0,0,0,0,16,71,19.9932,1035.052627,1540.08732
F15,23,Seq2,Seq2_23DPH_F15,500,2501,150040,,193,204,5,0,377,50.4,20,80,8.03,,,,,0,0,0,0,0,0,0,0,0,0,199,0,,5.002666667,150080,TRUE,0.142857143,0.358568583,1,150080,21-26,400,0,0,0,0,0,0,0,0,0,3,71,20.32793333,486.2424257,1009.198987
F15,24,Seq1,Seq1_24DPH_F15,498,2491,149440,,773,956,42,0,,,,,8.11,,,,,6,0,0,0,0,43,6,0,0,0,914,49,0,5.002677376,149480,TRUE,0.238095238,0.436435781,1,149480,21-26,400,0,0,0,0,0,0,0,0,0,60,71,13.8708166,1154.236707,1651.432057
F15,24,Seq2,Seq2_24DPH_F15,498,2491,149440,,280,355,8,0,,,,,8.11,,,,,1,1,0,0,0,15,1,0,0,0,347,16,0,5.002677376,149480,TRUE,0.142857143,0.358568583,1,149480,21-26,400,0,0,0,0,0,0,0,0,0,26,71,13.8708166,447.5775309,1007.841897
F15,24,Seq4,Seq4_24DPH_F15,498,2491,149440,,1048,1436,72,0,,,,,8.11,,,,,19,4,1,0,0,49,20,0,0,8,1364,77,0.103896104,5.002677376,149480,TRUE,0.380952381,0.589592272,2,149480,21-26,400,0,0,0,0,0,0,0,0,0,119,71,13.8708166,1538.933925,1940.704997
F15,24,Seq5,Seq5_24DPH_F15,500,2501,150040,,1032,1465,58,0,,,,,8.11,,,,,5,2,0,0,0,44,6,0,1,0,1407,51,0,5.002666667,150080,TRUE,0.666666667,0.856348839,3,150080,21-26,400,0,0,0,0,0,0,0,0,0,116,71,10.09943333,1528.353394,1913.819857
F15,29,Seq1,Seq1_29DPH_F15,500,2501,150040,,239,271,3,0,0,97.44,19.4,92,8.13,,,,,1,0,0,0,0,7,1,0,1,0,268,9,0,5.002666667,150080,TRUE,0.047619048,0.21821789,1,150080,27-30,400,0,0,0,0,0,0,0,0,0,13,71,20.41836667,572.0540628,1067.350118
F15,29,Seq2,Seq2_29DPH_F15,500,2501,150040,,460,554,23,0,0,97.44,19.4,92,8.13,,,,,0,0,0,0,0,2,0,0,0,4,531,6,0.666666667,5.002666667,150080,TRUE,0.190476191,0.511766316,2,150080,27-30,400,0,0,0,0,0,0,0,0,0,18,71,9.565533333,635.1914651,1205.184902
F16,7,Seq1,Seq1_07DPH_F16,500,2501,150040,,2013,4149,260,0,210,0,18.6,100,8.24,,,,,7,20,0,0,0,670,39,0,0,3,2774,712,0.003816794,4.974666667,149240,FALSE,1.619047619,1.283596139,4,149240,06-Nov,400,0,0,0,0,0,0,0,0,0,726,21,20.37666667,5183.91092,5427.572801
F16,7,Seq2,Seq2_07DPH_F16,500,2501,150040,,1945,4422,255,0,210,0,18.6,100,8.24,,,,,7,10,0,0,0,702,33,0,0,10,2794,745,0.013715711,4.990666667,149720,FALSE,1.904761905,1.786190413,6,149720,06-Nov,400,0,0,0,0,0,0,0,0,0,759,21,20.37666667,5240.191767,5418.159897
F16,8,Seq1,Seq1_08DPH_F16,500,2501,150040,,1257,3388,97,40000,40,0,18.9,106,8.2,,,,,6,6,3,0,0,117,17,0,0,0,1411,134,0,5.004666667,150140,FALSE,0.882352941,1.218726433,4,190140,06-Nov,400,0,0,0,0,0,0,0,0,0,151,21,19.24423333,2349.354027,3493.219839
F16,9,Seq1,Seq1_09DPH_F16,500,2501,150040,,88,101,6,0,264,0,18.5,83,8.27,,,,,0,0,0,0,0,20,1,0,0,0,95,21,0,5.002666667,150080,FALSE,0,0,0,150080,06-Nov,400,0,0,0,0,0,0,0,0,0,22,21,19.48503333,267.0948217,499.5202191
F16,9,Seq2,Seq2_09DPH_F16,500,2501,150040,,94,95,0,0,264,0,18.5,83,8.27,,,,,0,0,0,0,0,4,1,0,0,1,95,6,0.166666667,5.002666667,150080,FALSE,0,0,0,150080,06-Nov,400,0,0,0,0,0,0,0,0,0,7,21,19.48503333,338.3580563,573.746057
F16,14,Seq1,Seq1_14DPH_F16,500,2501,150040,,1498,2135,124,0,250,1.1,19,92,8.28,,,,,48,3,1,1,0,33,58,0,0,0,2011,91,0,5.002666667,150080,FALSE,0.714285714,1.055597326,3,150080,Dec-20,400,0,0,0,0,0,1,0,1,1,136,21,20.6208,3459.788067,3197.238191
F16,16,Seq1,Seq1_16DPH_F16,500,2501,150040,,574,648,18,0,220,6.9,19.8,98,8.13,,,,,21,2,2,0,0,49,25,0,1,5,630,80,0.0625,5.002666667,150080,FALSE,0.285714286,0.560611911,2,150080,Dec-20,400,0,0,0,0,0,1,0,1,1,89,21,24.22263333,1363.22319,1475.493393
F16,23,Seq3,Seq3_23DPH_F16,500,2501,150040,,2405,8082,499,0,345,48.6,19.9,100,8.01,,,,,206,10,15,0,0,258,230,0,1,3,7583,492,0.006097561,5.002666667,150080,FALSE,2.952380952,1.687488977,7,150080,21-26,400,0,0,0,0,0,0,0,0,0,529,21,11.37446667,7835.611216,6123.238696
F16,29,Seq2,Seq2_29DPH_F16,500,404,24220,,395,1266,81,0,0,103.95,21.3,107,8.01,,,,,7,1,0,0,3,48,12,0,0,15,1185,75,0.2,0.808666667,24260,FALSE,3.333333333,1.238278375,6,24260,27-30,400,0,0,0,0,0,0,0,0,0,108,21,22.57946667,1228.886697,990.4134972
F16,35,Seq1,Seq1_35DPH_F16,500,2501,150040,,827,1053,50,0,0,123.2,23.4,94,8.05,,,,,0,0,0,0,0,320,26,4,6,0,1004,178,0,5.004666667,150140,FALSE,0.571428571,0.676123404,2,150140,27-30,400,0,0,0,0,2,1,0,3,3,216,21,19.37223333,1838.549725,2110.466103
F16,35,Seq2,Seq2_35DPH_F16,500,2501,150040,,171,187,7,0,0,123.2,23.4,94,8.05,,,,,0,0,0,0,0,4,0,0,0,0,180,4,0,5.004666667,150140,FALSE,0,0,0,150140,27-30,400,0,0,0,0,0,0,0,0,0,7,21,19.38876667,494.7568419,724.7511721
F17,9,Seq1,Seq1_09DPH_F17,500,2501,150040,,1525,2575,226,35000,252,0,19,91,8.22,,,,,20,3,5,8,0,224,45,0,0,0,2206,269,0,5.004666667,150140,FALSE,0.777777778,0.732084498,2,185140,06-Nov,400,0,0,0,0,0,0,0,0,0,283,41,9.398266667,2296.303801,3098.937169
F17,11,Seq2,Seq2_11DPH_F17,500,2501,150040,,1284,1872,103,0,254,0,19.1,97,8.16,,0.013749361,0.009475982,0.016698464,16,0,3,16,0,85,46,0,0,0,1769,131,0,5.004666667,150140,FALSE,0.714285714,1.007117528,3,150140,06-Nov,400,0,0,0,0,0,0,0,0,0,164,41,19.57573333,1812.096562,2702.999222
F17,16,Seq1,Seq1_16DPH_F17,500,2501,150040,,1165,1573,65,0,242,13.92,20,89,8.02,,0.011350694,0.005875689,0.012781307,39,1,2,1,0,49,41,0,1,16,1508,109,0.14953271,5.002666667,150080,FALSE,0.571428571,0.810643483,2,150080,Dec-20,400,0,0,0,0,0,1,0,1,1,133,41,19.67353333,1682.210987,3538.275127
F17,16,Seq2,Seq2_16DPH_F17,500,2301,138040,,1699,3255,191,0,242,13.92,20,89,8.02,,0.011350694,0.005875689,0.012781307,245,17,10,1,0,201,289,0,8,2,2709,500,0.004,4.308666667,129260,FALSE,1.714285714,1.73616984,6,129260,Dec-20,400,0,0,0,0,0,0,0,0,0,567,41,19.67353333,2795.965964,4680.035654
F17,24,Seq1,Seq1_24DPH_F17,500,2501,150040,,2500,20195,3879,0,20,52.5,20.2,66,7.9,,0.021109111,0.012521343,0.024543388,200,9,9,3,0,264,228,0,8,0,2779,500,0,0.936666667,28100,FALSE,6.666666667,2.886751346,14,28100,21-26,400,0,0,0,0,0,0,0,0,0,562,41,20.18456667,12846.4546,12915.16754
F17,30,Seq1,Seq1_30DPH_F17,500,2501,150040,,1052,1318,51,0,0,110.25,22.6,76,8.04,,0.01661533,0.008654331,0.018733989,21,2,0,0,35,32,81,0,1,0,1267,114,0,5.002666667,150080,FALSE,0.571428571,0.676123404,2,150080,27-30,400,0,0,0,0,0,0,0,0,0,143,41,14.8344,1985.998044,3096.229801
F17,30,Seq2,Seq2_30DPH_F17,500,2501,150040,,1357,2044,79,0,0,110.25,22.6,76,8.04,,0.01661533,0.008654331,0.018733989,19,1,2,0,12,96,55,0,2,1,1965,157,0.006493506,5.002666667,150080,FALSE,0.761904762,0.83094897,3,150080,27-30,400,0,0,0,0,0,1,0,1,1,191,41,20.02893333,2782.378048,3569.439714
F18,15,Seq1,Seq1_15DPH_F18,500,2501,150040,,1492,2559,181,0,248,1.45,19.6,90,8.05,,,,,12,0,1,0,0,18,13,0,0,0,2378,31,0,5.002666667,150080,FALSE,0.523809524,0.74960307,2,150080,Dec-20,400,0,0,0,0,0,1,0,1,1,70,51,10.5662,3227.990752,4210.222313
F18,15,Seq2,Seq2_15DPH_F18,500,2501,150040,,2501,11641,2595,0,248,1.45,19.6,90,8.05,,,,,29,3,4,4,0,39,46,0,0,0,9046,85,0,5.002666667,150080,FALSE,3.619047619,1.023532631,6,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,139,51,9.720566667,8981.384877,6994.308811
F18,15,Seq3,Seq3_15DPH_F18,500,2501,150040,,2501,9986,2234,0,248,1.45,19.6,90,8.05,,,,,3,0,0,0,0,22,5,0,0,0,7752,27,0,5.002666667,150080,FALSE,3.238095238,0.889087279,5,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,47,51,10.1057,8201.566681,5985.214576
F18,16,Seq2,Seq2_16DPH_F18,500,2501,150040,,2501,19815,5483,0,260,8.4,19.7,93,8.13,,,,,121,14,6,7,2,244,158,0,2,0,14332,404,0,5.002666667,150080,FALSE,5.80952381,3.092232973,12,150080,Dec-20,400,0,0,0,0,0,6,0,6,6,625,51,20.01593333,13020.98721,12342.06779
F18,18,Seq1,Seq1_18DPH_F18,500,575,34480,,272,441,22,0,253,,20.1,90,8,,0.010738074,0.003848532,0.011406899,9,1,1,0,0,31,12,0,1,0,419,44,0,1.150666667,34520,FALSE,0.952380952,1.160869953,4,34520,Dec-20,400,0,0,0,0,0,0,0,0,0,50,51,1.1522,591.4416437,845.2321184
F18,28,Seq1,Seq1_28DPH_F18,500,2501,150040,,958,1294,58,0,0,89.25,20.5,77,7.99,,,,,37,1,4,0,6,49,86,0,0,3,1236,138,0.02173913,5.002666667,150080,FALSE,0.523809524,0.813575296,3,150080,27-30,400,0,0,0,0,0,1,0,1,1,168,51,20.01093333,40952.69035,2218.753874
F19,12,Seq1,Seq1_12DPH_F19,500,2501,150040,,1147,1536,70,0,250,0,19.3,95,8.23,,,,,11,0,1,6,0,42,39,0,0,0,1466,81,0,5.004666667,150140,FALSE,0.714285714,0.717137166,2,150140,Dec-20,400,0,0,0,0,0,0,0,0,0,84,31,19.5183,2633.879316,2989.538064
F19,12,Seq2,Seq2_12DPH_F19,500,134,8020,,130,342,30,0,250,0,19.3,95,8.23,,,,,1,0,1,0,0,2,5,0,0,0,312,7,0,0.268666667,8060,FALSE,2.142857143,1.062342425,4,8060,Dec-20,400,0,0,0,0,0,0,0,0,0,8,31,0.269866667,372.6031051,373.8542812
F19,14,Seq1,Seq1_14DPH_F19,500,2501,150040,,2474,3954,112,0,220,1.15,19.1,98,8.12,,,,,13,2,2,41,0,100,62,0,0,1,3844,163,0.006134969,5.004666667,150140,FALSE,1.80952381,0.74960307,3,150140,Dec-20,400,0,0,0,0,0,0,0,0,0,171,31,20.01213333,5801.846009,6102.562914
F19,14,Seq2,Seq2_14DPH_F19,500,2501,150040,,2488,3505,86,0,220,1.15,19.1,98,8.12,,,,,3,0,1,11,0,75,24,0,0,0,3420,99,0,5.004666667,150140,FALSE,1.333333333,0.483045892,2,150140,Dec-20,400,0,0,0,0,0,0,0,0,0,108,31,8.669033333,5584.541236,6056.808313
F19,14,Seq3,Seq3_14DPH_F19,500,2501,150040,,1258,2144,120,0,220,1.15,19.1,98,8.12,,,,,12,1,0,8,0,154,36,0,2,0,2025,192,0,5.004666667,150140,FALSE,1.095238095,1.135991281,4,150140,Dec-20,400,0,0,0,0,0,0,0,0,0,206,31,9.9879,3113.636227,3487.4824
F19,19,Seq1,Seq1_19DPH_F19,500,2501,150040,,2476,12943,2183,0,292,17.4,20.4,96,8.04,,,,,314,13,30,8,0,147,351,0,2,0,3285,500,0,1.444666667,43340,FALSE,3.857142857,2.031888636,11,43340,Dec-20,400,0,0,0,0,0,0,0,0,0,524,31,9.625933333,18474.2071,9652.126348
F19,21,Seq1,Seq1_21DPH_F19,500,2501,150040,,1344,2375,241,0,345,32.4,20,102,7.97,,,,,340,16,9,1,0,95,399,0,6,0,2108,500,0,4.890666667,146720,FALSE,0.80952381,0.872871561,2,146720,21-26,400,0,0,0,0,0,0,0,0,0,576,31,19.9968,3375.446207,3290.454064
F19,33,Seq1,Seq1_33DPH_F19,500,2501,150040,,2140,5358,377,0,0,123.2,23.4,101,8.7,,,,,106,2,8,2,310,420,574,2,4,0,4701,500,0,4.570666667,137120,FALSE,1.857142857,1.31475147,4,137120,27-30,400,0,0,0,0,0,2,1,3,3,646,31,20.02036667,5986.808738,5830.466842
