cohort,DPH,seq,video_name,fps,num_frames_sampled,last_frame_sampled,duration.sampled,num_frames_with_detections,total_clips,removed_preds,start_frame,rotifers,artemia,temp,oxygen,PH,our.temp,mean_current,std_current,rms_current,pull,crazy,fast_start,rotate,breathe,swim,other,strike,spit_i&o,no_fish,tot_preds_in_sampled_time,tot_labeled,proportion_no_fish,min_labeled,frame_span_labeled,manually_annotated,mean_detections_per_frame_20,std_detections_per_frame_20,max_detections_per_frame_20,last_frame_labeled,age_group,frame_size,manual_strikes,manual_strikes_detected_kinetics,manual_strikes_detected_ssv,manual_strikes_detected,new_strikes_kinetics_only,new_strikes_ssv_only,new_strikes_both,new_strikes_detected,unique_strikes,tot_labeled_both,tank,full_duration_min,ssv2_execution_time,kinetics_execution_time
F02,13,Seq3,Seq3_13DPH_F02,850,4251,255040,5.000784314,4148,15488,1982,0,240,0,18.7,100,8.080340909,,,,,0,0,2,0,0,123,2,0,0,0,13506,125,0,5.001568627,255080,TRUE,3.714285714,2.283481052,8,255080,Dec-20,400,0,0,0,0,0,0,0,0,0,330,41,19.99980392,9403.131602,11262.54678
F02,23,Seq1,Seq1_23DPH_F02,750,3751,225040,5.000888889,2965,5978,481,0,0,48,20.4,89,8.080340909,,,,,0,0,3,0,0,34,3,2,1,0,5497,39,0,5.001777778,225080,TRUE,1.238095238,1.220850601,4,225080,21-26,400,2,1,2,2,0,0,0,0,2,89,41,19.99822222,5271.302232,4811.348328
F02,25,Seq1,Seq1_25DPH_F02,750,3751,225040,5.000888889,1569,2172,153,0,0,36,20.7,81,8.080340909,,,,,0,0,1,0,0,17,1,0,0,0,2019,18,0,5.001777778,225080,TRUE,0.571428571,0.676123404,2,225080,21-26,400,0,0,0,0,0,1,0,1,1,57,41,19.9868,2591.62354,2769.457719
F02,26,Seq1,Seq1_26DPH_F02,750,3751,225040,5.000888889,944,1281,113,0,0,63.7,20.6,80,8.080340909,,,,,0,4,0,0,0,6,5,5,1,0,1168,14,0,5.001777778,225080,TRUE,0.238095238,0.538958431,2,225080,21-26,400,2,2,2,2,0,0,1,1,3,31,41,22.22048889,1654.560816,2301.850467
F02,30,Seq1,Seq1_30DPH_F02,749,3746,224740,5.000890076,1123,1453,87,0,0,110.6,22,75,8.080340909,,,,,15,0,0,0,0,3,17,1,0,0,1366,20,0,5.001780151,224780,TRUE,0.476190476,0.92838826,4,224780,27-30,400,1,0,1,1,0,0,0,0,1,61,41,5.592523364,3662.078532,2514.628242
F03,16,Seq1,Seq1_16DPH_F03,750,3751,225040,5.000888889,407,443,15,0,261,6.3,19.7,91.85294118,7.98,,,,,0,0,0,0,0,1,0,0,0,0,428,1,0,5.001777778,225080,TRUE,0.142857143,0.358568583,1,225080,Dec-20,400,0,0,0,0,0,0,0,0,0,6,81,20.31513333,1039.837065,2358.577021
F03,20,Seq1,Seq1_20DPH_F03,750,3751,225040,5.000888889,1648,2334,121,0,230,20.8,20.7,91.85294118,8.04,,,,,0,0,0,0,0,9,0,0,0,0,2213,9,0,5.001777778,225080,TRUE,0.476190476,0.813575296,3,225080,Dec-20,400,0,0,0,0,0,0,0,0,0,20,81,20.02042222,3026.671356,4637.60709
F05,24,Seq1,Seq1_24DPH_F05,630,3151,189040,5.001058201,1976,6102,538,0,0,67.2,21.1,83,8,21.1,,,,2,0,0,0,0,63,2,0,0,2,5564,67,0.029850746,5.002116402,189080,TRUE,1.952380952,2.710649193,12,189080,21-26,400,0,0,0,0,0,0,0,0,0,73,41,17.31380952,4121.655118,4864.718954
F06,7,Seq1,Seq1_07DPH_F06,500,2501,150040,5.001333333,1978,5671,640,0,209,0,20.2,91,8.22,20,0.011278638,0.005629374,0.012605444,1,0,2,0,0,192,5,0,0,0,5031,197,0,5.002666667,150080,TRUE,2.19047619,2.112322126,9,150080,06-Nov,400,0,0,0,0,0,0,0,0,0,203,61,30.1857,4161.217571,6152.597419
F06,8,Seq1,Seq1_08DPH_F06,500,2501,150040,5.001333333,2056,7453,914,0,288,0,20.1,92,8.15,20.1,0.010735202,0.005529297,0.012075489,0,0,2,0,0,127,9,1,1,0,6539,138,0,5.002666667,150080,TRUE,2.523809524,2.182178902,8,150080,06-Nov,400,0,0,0,0,1,0,0,1,1,163,61,30.041,4693.852544,7471.031519
F06,10,Seq1,Seq1_10DPH_F06,500,2501,150040,5.001333333,930,2035,162,98882,286,0,20.3,90,8.17,20.2,0.011735379,0.009524307,0.015113935,0,3,0,0,0,189,12,3,0,1,1589,203,0.004878049,5.003333333,150100,TRUE,0.714285714,0.726273039,2,248982,06-Nov,400,1,1,1,1,1,0,0,1,2,214,61,28.78903333,2351.332006,3973.773202
F06,26,Seq1,Seq1_26DPH_F06,500,2501,150040,5.001333333,598,698,38,0,0,71.05,21.3,83,8.07,21.5,0.019881205,0.021162134,0.029036124,0,0,0,0,0,10,0,0,0,0,660,10,0,5.002666667,150080,TRUE,0.238095238,0.43643578,1,150080,21-26,400,0,0,0,0,0,0,0,0,0,13,61,45.22176667,1153.725121,2114.753114
F06,27,Seq1,Seq1_27DPH_F06,500,2501,150040,5.001333333,81,82,1,0,0,78.75,21.2,78,8.04,21.3,0.016403988,0.008533412,0.018490798,0,0,0,0,0,1,0,0,0,0,81,1,0,5.002666667,150080,TRUE,0,0,0,150080,27-30,400,0,0,0,0,0,0,0,0,0,2,61,45.412,375.4328086,845.2001877
F06,27,Seq2,Seq2_27DPH_F06,500,2501,150040,5.001333333,414,492,25,0,0,78.75,21.2,78,8.04,21.3,0.016403988,0.008533412,0.018490798,0,0,1,0,0,4,3,1,0,0,467,6,0,5.002666667,150080,TRUE,0.238095238,0.43643578,1,150080,27-30,400,1,0,1,1,0,0,0,0,1,12,61,21.5595,867.626925,1278.325362
F09,16,Seq3,Seq3_16DPH_F09,500,2501,150040,5.001333333,42,42,0,0,264,6.9,20.7,110,8.12,20.9,0.013552745,0.005957839,0.014804478,0,0,0,0,0,0,0,0,0,0,42,0,,5.002666667,150080,TRUE,0,0,0,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,1,81,20.04473333,271.8413172,1206.992329
F10,7,Seq1,Seq1_07DPH_F10,500,2501,150040,5.001333333,1745,3267,245,0,180,0,20.1,96,8.2,20.2,0.013095786,0.00644036,0.014593753,1,0,1,0,0,143,2,0,0,0,3022,145,0,5.002666667,150080,TRUE,0.952380952,0.920662287,3,150080,06-Nov,400,0,0,0,0,0,0,0,0,0,156,101,47.27876667,3236.827222,3129.424488
F10,9,Seq1,Seq1_09DPH_F10,500,2501,150040,5.001333333,1995,4858,448,0,250,0,19.9,95,8.22,19.8,0.012654498,0.007097972,0.014509215,12,6,4,0,0,393,24,1,0,0,4410,418,0,5.002666667,150080,TRUE,1.380952381,1.321975434,4,150080,06-Nov,400,1,1,1,1,0,0,0,0,1,460,101,51.39443333,3917.215033,3985.974214
F10,20,Seq1,Seq1_20DPH_F10,500,2501,150040,5.001333333,270,744,51,0,180,6,20.4,100,8.16,20,0.015010849,0.006661484,0.016422568,2,0,0,0,0,13,2,0,0,3,693,18,0.166666667,5.002666667,150080,TRUE,0.619047619,2.616795569,12,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,21,101,59.57696667,723.5501037,1037.9502
F10,24,Seq1,Seq1_24DPH_F10,497,2486,149140,5.001341382,956,1291,63,0,0,70,20.5,89,8.15,20.3,,,,1,0,0,0,0,9,1,0,0,70,1228,80,0.875,5.002682763,149180,TRUE,0.857142857,0.91025899,3,149180,21-26,400,0,0,0,0,0,0,0,0,0,199,101,25.79480215,1742.41894,2870.917037
F12,23,Seq1,Seq1_23DPH_F12,500,2501,150040,5.001333333,2497,21859,4903,0,325,48.6,19.5,88,8.16,19.7,,,,0,0,1,0,0,453,1,4,0,0,16956,455,0,5.002666667,150080,TRUE,7.666666667,3.055050463,12,150080,21-26,400,2,1,2,2,0,3,0,3,5,623,101,10.35513333,8261.478626,8596.350589
F12,25,Seq2,Seq2_25DPH_F12,500,2501,150040,5.001333333,2490,44224,16611,0,0,70,19.7,80,8.11,19.7,,,,33,0,8,0,61,322,130,3,1,44,15854,500,0.088,3.066666667,92000,TRUE,11.23809524,2.385471901,16,92000,21-26,400,0,0,0,0,2,0,1,3,3,511,101,32.3759,13753.86609,27024.43105
F12,26,Seq1,Seq1_26DPH_F12,500,2501,150040,5.001333333,2367,7681,753,0,0,87.5,19.7,90,8.1,19.5,,,,76,3,0,0,4,414,81,4,1,0,3394,500,0,2.570666667,77120,TRUE,2.952380952,1.532194194,6,77120,21-26,400,0,0,0,0,2,0,0,2,2,597,101,20.0171,5032.141541,5600.156116
F12,26,Seq2,Seq2_26DPH_F12,500,2004,120220,4.007333333,1894,6203,909,0,0,87.5,19.7,90,8.1,19.5,,,,129,27,2,0,0,313,159,5,22,1,4521,500,0.002,3.438666667,103160,TRUE,2.666666667,1.74164673,8,103160,21-26,400,1,1,1,1,4,0,0,4,5,728,101,4.010233333,3981.163691,4381.226583
F12,27,Seq2,Seq2_27DPH_F12,500,2501,150040,5.001333333,2458,9724,1097,0,0,96.25,19.7,75,8.080340909,,,,,3,0,0,0,0,482,15,2,1,1,5709,500,0.001996008,3.116666667,93500,TRUE,3.380952381,1.532194194,7,93500,27-30,400,1,1,1,1,0,0,0,0,1,623,101,20.00523333,5546.36193,6029.852397
F13,20,Seq2,Seq2_20DPH_F13,500,2501,150040,5.001333333,2473,10852,1182,0,378,36,20,82,8.01,19.9,,,,216,13,28,0,6,195,300,2,1,0,3390,500,0,1.426666667,42800,TRUE,3.619047619,1.802115159,8,42800,Dec-20,400,1,1,0,1,0,0,0,0,1,547,81,16.9405,5917.667748,8244.817096
F13,23,Seq1,Seq1_23DPH_F13,500,2501,150040,5.001333333,1750,3130,172,0,390,50.4,19.9,80,8.03,19.7,,,,153,17,22,8,9,173,231,1,8,1,2958,414,0.002415459,5.002666667,150080,TRUE,1.19047619,1.167006753,5,150080,21-26,400,0,0,0,0,1,1,0,2,2,504,81,20.09326667,3205.770064,3992.772729
F13,23,Seq2,Seq2_23DPH_F13,500,2501,150040,5.001333333,2501,25379,5694,0,390,50.4,19.9,80,8.03,19.7,,,,67,13,0,1,0,421,65,2,12,0,2002,500,0,0.414666667,12440,TRUE,7.523809524,2.182178902,12,12440,21-26,400,0,0,0,0,2,0,0,2,2,531,81,20.4483,9516.281143,12836.05587
F13,30,Seq1,Seq1_30DPH_F13,500,2501,150040,5.001333333,1705,3271,257,0,0,112.8,21.3,108,8.1,21.3,,,,5,0,0,0,0,49,7,1,0,0,3014,55,0,5.002666667,150080,TRUE,1.095238095,1.04425868,3,150080,27-30,400,1,0,0,0,0,0,0,0,0,139,81,20.60843333,3140.887119,3806.127322
F14,10,Seq2,Seq2_10DPH_F14,544,209,12520,0.383578431,38,40,0,0,400,0,19,90,8.18,19,,,,0,0,0,0,0,1,0,0,0,0,40,1,0,0.384803922,12560,TRUE,0.285714286,0.46291005,1,12560,06-Nov,400,0,0,0,0,0,0,0,0,0,2,61,0.385876225,66.09422708,113.7111247
F14,27,Seq1,Seq1_27DPH_F14,500,2501,150040,5.001333333,2501,19719,4458,0,0,80.85,20,90,8.18,21.2,,,,43,12,2,0,0,441,48,4,7,0,3735,500,0,1.056666667,31700,TRUE,6.047619048,2.499523764,10,31700,27-30,400,1,1,1,1,2,0,0,2,3,552,61,20.07003333,8029.299216,11944.13474
F14,27,Seq2,Seq2_27DPH_F14,500,2501,150040,5.001333333,2422,8902,1050,0,0,80.85,20,90,8.18,21.2,,,,195,19,1,1,0,239,249,3,7,1,4583,500,0.002004008,2.842666667,85280,TRUE,3.428571429,1.287300609,5,85280,27-30,400,0,0,0,0,2,0,1,3,3,577,61,20.13293333,5431.688795,9982.813254
F15,24,Seq3,Seq3_24DPH_F15,498,2491,149440,5.001338688,1148,1562,82,0,,,19.6,91.85294118,8.11,19.6,,,,21,5,0,0,0,73,25,1,1,0,1480,100,0,5.002677376,149480,TRUE,0.523809524,0.74960307,3,149480,21-26,400,1,1,1,1,0,0,0,0,1,174,71,13.8708166,2077.945461,2033.618777
F15,28,Seq2,Seq2_28DPH_F15,500,2501,150040,5.001333333,1923,4505,473,0,0,84,19.6,87,8.15,19.5,,,,9,3,0,0,0,117,12,0,3,0,4032,132,0,5.002666667,150080,TRUE,1.428571429,1.502379066,5,150080,27-30,400,0,0,0,0,0,0,0,0,0,237,71,20.04276667,3727.077686,5338.582113
F15,30,Seq1,Seq1_30DPH_F15,500,2501,150040,5.001333333,1857,4223,400,0,0,101.5,20.9,100,8.1,21.3,,,,7,6,0,0,0,85,14,4,0,0,3823,99,0,5.002666667,150080,TRUE,1.047619048,1.160869953,4,150080,27-30,400,2,0,0,0,0,0,0,0,0,158,71,22.16896667,3485.618294,8066.458556
F15,30,Seq2,Seq2_30DPH_F15,500,2501,150040,5.001333333,2149,5355,565,0,0,101.5,20.9,100,8.1,21.3,,,,45,1,1,0,0,228,46,4,5,0,4790,281,0,5.002666667,150080,TRUE,1.761904762,1.04425868,4,150080,27-30,400,3,2,3,3,0,1,0,1,4,379,71,19.72343333,4258.036727,6028.112873
F18,11,Seq1,Seq1_11DPH_F18,500,2501,150040,5.001333333,2501,30364,9026,0,195,0,19,105,8.06,19.1,,,,209,61,52,151,0,129,371,0,0,0,1202,500,0,0.150666667,4520,FALSE,9.428571429,2.580143961,15,4520,06-Nov,400,0,0,0,0,0,0,0,0,0,505,51,19.99303333,17659.02891,13197.77403
F18,9,Seq1,Seq1_09DPH_F18,500,2501,150040,5.001333333,1564,2680,114,0,254,0,19.5,95,8.17,19.6,,,,2,4,1,48,0,379,117,2,2,0,1496,500,0,2.570666667,77120,FALSE,1.095238095,1.300183137,4,77120,06-Nov,400,0,0,0,0,0,0,2,2,2,509,51,20.25093333,2329.924348,2994.004347
F16,8,Seq2,Seq2_08DPH_F16,500,2501,150040,5.001333333,2427,10054,1173,0,40,0,18.9,106,8.2,18.6,,,,16,8,16,1,0,440,60,0,0,0,3510,500,0,1.666666667,50000,FALSE,3.380952381,1.499206139,6,50000,06-Nov,400,0,0,0,0,0,0,0,0,0,555,21,20.21166667,8743.940548,8207.258002
F17,9,Seq2,Seq2_09DPH_F17,500,2501,150040,5.001333333,2188,3165,274,0,252,0,19,91,8.22,19.1,,,,11,0,4,24,0,180,48,1,0,0,2894,229,0,5.004666667,150140,FALSE,1.19047619,0.601585208,2,150140,06-Nov,400,0,0,0,0,1,0,0,1,1,235,41,30.0028,2942.909141,3829.973667
F17,11,Seq1,Seq1_11DPH_F17,500,2501,150040,5.001333333,1816,3081,164,0,254,0,19.1,97,8.16,19.3,0.013749361,0.009475982,0.016698464,27,5,5,34,0,251,90,0,3,0,2918,344,0,5.004666667,150140,FALSE,1.047619048,0.973457265,3,150140,06-Nov,400,0,0,0,0,0,0,0,0,0,362,41,18.65543333,2693.977103,3565.498221
F10,8,Seq1,Seq1_08DPH_F10,290,1451,87040,5.002298851,239,281,12,0,168,0,20.1,97,8.23,20.2,0.012425671,0.006945473,0.014235051,1,0,0,0,0,30,1,1,0,0,269,32,0,5.004597701,87080,TRUE,0.19047619,0.402373908,1,87080,06-Nov,400,0,0,0,0,1,0,0,1,1,34,101,30.19229885,589.4279165,3225.493104
F14,10,Seq1,Seq1_10DPH_F14,544,2721,163240,5.00122549,1243,1721,77,0,400,0,19,90,8.18,19,,,,0,0,0,2,0,100,2,1,0,0,1644,103,0,5.00245098,163280,TRUE,0.619047619,0.804747816,3,163280,06-Nov,400,0,0,0,0,0,0,1,1,1,111,61,10.01660539,2661.142039,3072.776758
F14,10,Seq3,Seq3_10DPH_F14,544,2721,163240,5.00122549,840,1063,58,0,400,0,19,90,8.18,19,,,,0,1,0,0,0,34,1,0,0,6,1005,41,0.146341463,5.00245098,163280,TRUE,0.571428571,0.810643483,3,163280,06-Nov,400,1,0,0,0,0,0,0,0,0,44,61,11.36360294,1763.259603,2194.104138
F06,11,Seq1,Seq1_11DPH_F06,643,3216,192940,5.001036807,687,848,55,0,284,0,20.2,92,8.15,20.1,0.011735379,0.009524307,0.015113935,0,3,0,0,0,1,4,0,0,0,793,5,0,5.002073613,192980,TRUE,0.19047619,0.511766316,2,192980,06-Nov,400,0,0,0,0,0,0,0,0,0,10,61,31.1188958,1473.907372,2448.231138
F03,11,Seq1,Seq1_11DPH_F03,750,3751,225040,5.000888889,3276,8365,764,0,247,,18.9,94,8.13,,,,,0,0,0,0,0,323,0,0,0,0,7601,323,0,5.001777778,225080,TRUE,1.952380952,1.716863142,6,225080,06-Nov,400,0,0,0,0,0,0,0,0,0,469,81,20.00131111,9084.699191,8429.464571
F09,6,Seq1,Seq1_06DPH_F09,500,2501,150040,5.001333333,2391,7006,544,0,185,0,21.2,111,8.080340909,,0.019556697,0.007457248,0.02093023,1,0,4,0,0,169,4,0,0,2,6462,175,0.011428571,5.002666667,150080,TRUE,2.571428571,1.567527626,6,150080,06-Nov,400,0,0,0,0,0,0,0,0,0,208,81,36.5842,6980.936305,15240.53918
F09,10,Seq1,Seq1_10DPH_F09,500,2501,150040,5.001333333,1084,1574,112,0,65,0,21.1,120,8.12,21,0.014435803,0.006535978,0.015846485,0,1,0,0,0,19,1,0,0,0,1462,20,0,5.002666667,150080,TRUE,0.619047619,0.864649668,3,150080,06-Nov,400,0,0,0,0,0,0,0,0,0,35,81,34.26086667,2367.460337,3044.631987
F09,12,Seq1,Seq1_12DPH_F09,500,2501,150040,5.001333333,151,168,9,0,295,0,20.9,97,8.14,20.7,0.012229402,0.005831944,0.013548788,0,0,0,0,0,0,0,0,0,0,159,0,,5.002666667,150080,TRUE,0.142857143,0.358568583,1,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,0,81,40.80016667,444.0877597,1379.651443
F18,22,Seq1,Seq1_22DPH_F18,500,2501,150040,5.001333333,2198,7376,1584,98000,378,37,20.3,68,8.03,20.1,,,,329,49,5,1,0,94,400,5,0,1,2601,500,0.002,1.454666667,43640,FALSE,4.214285714,2.006856379,8,141640,21-26,400,0,0,0,0,4,1,0,5,5,540,51,19.99906667,8482.779426,5238.495274
F17,13,Seq1,Seq1_13DPH_F17,500,2501,150040,5.001333333,1789,3237,137,0,195,0,19,108,8.13,18.9,,,,10,1,3,5,0,205,35,1,0,0,3100,246,0,5.002666667,150080,FALSE,1.19047619,0.980767435,3,150080,Dec-20,400,0,0,0,0,1,0,0,1,1,277,41,20.029,2763.271832,5032.505455
F17,18,Seq1,Seq1_18DPH_F17,500,2501,150040,5.001333333,2498,12095,1555,0,260,0,20,85,7.88,19.9,0.018095824,0.039435647,0.043389164,344,51,3,1,0,97,372,2,27,2,6552,500,0.004,3.078666667,92360,FALSE,3.80952381,1.249761882,6,92360,Dec-20,400,0,0,0,0,2,0,0,2,2,806,41,9.5249,7197.566059,9286.854243
F04,14,Seq1,Seq1_14DPH_F04,242,1211,72640,5.002754821,1084,2811,251,0,171,1.65,19.8,89,8.1,19.8,,,,1,1,0,0,0,282,15,2,2,0,2560,301,0,5.005509642,72680,TRUE,2.714285714,1.521277659,7,72680,Dec-20,400,0,0,0,0,0,1,2,3,3,1055,101,30.05909091,3019.17818,3057.070599
F19,18,Seq1,Seq1_18DPH_F19,500,2501,150040,5.001333333,1758,3793,292,0,300,,20.4,100,7.98,20.02,,,,230,13,13,6,3,159,279,3,2,57,1969,500,0.114,1.886666667,56600,FALSE,1.238095238,1.670471847,7,56600,Dec-20,400,0,0,0,0,2,0,1,3,3,518,31,20.01106667,4790.905906,5159.552922
F18,18,Seq2,Seq2_18DPH_F18,500,2501,150040,5.001333333,1098,1632,49,0,253,,20.1,90,8,20.2,0.010738074,0.003848532,0.011406899,33,4,2,1,0,165,37,1,2,0,1583,205,0,5.002666667,150080,FALSE,0.619047619,0.864649668,3,150080,Dec-20,400,0,0,0,0,0,0,1,1,1,219,51,20.0263,3660.687558,3316.684813
F17,13,Seq2,Seq2_13DPH_F17,500,2501,150040,5.001333333,1694,2652,113,0,195,0,19,108,8.13,18.9,,,,15,2,6,1,0,85,34,0,1,0,2539,120,0,5.002666667,150080,FALSE,0.952380952,0.973457265,3,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,160,41,20.00966667,2415.922561,4302.776399
F18,16,Seq1,Seq1_16DPH_F18,500,2501,150040,5.001333333,2486,8439,1526,54000,260,8.4,19.7,93,8.13,19.6,,,,25,3,2,1,0,47,47,0,3,0,7810,97,0,5.004666667,150140,FALSE,3.6875,2.868652413,11,204140,Dec-20,400,0,0,0,0,0,0,0,0,0,178,51,20.59006667,7871.169472,5652.252217
F17,18,Seq2,Seq2_18DPH_F17,500,2501,150040,5.001333333,2500,10347,963,0,260,0,20,85,7.88,19.9,0.018095824,0.039435647,0.043389164,305,27,7,0,0,137,332,0,30,1,5287,500,0.002,2.970666667,89120,FALSE,3.523809524,1.030487633,5,89120,Dec-20,400,0,0,0,0,0,0,0,0,0,647,41,15.0065,6398.491619,8082.933747
F17,20,Seq1,Seq1_20DPH_F17,500,2501,150040,5.001333333,1309,2047,243,0,370,0,20,93,7.99,20.1,0.016148558,0.006954664,0.017582462,177,10,1,8,0,131,212,2,7,0,1804,356,0,5.002666667,150080,FALSE,0.523809524,0.679635757,2,150080,Dec-20,400,0,0,0,0,2,0,0,2,2,411,41,20.1762,1897.925365,3649.220314
F02,13,Seq2,Seq2_13DPH_F02,850,4251,255040,5.000784314,3308,6517,586,0,240,0,18.7,100,8.080340909,,,,,0,0,0,0,0,2,1,2,0,0,5931,5,0,5.001568627,255080,TRUE,1.714285714,1.23056317,4,255080,Dec-20,400,0,0,0,0,0,1,1,2,2,63,41,7.013372549,8308.945419,6573.972848
F16,14,Seq2,Seq2_14DPH_F16,500,2501,150040,5.001333333,1219,1904,104,0,250,1.1,19,92,8.28,19.3,,,,45,8,2,5,0,80,66,3,0,0,1800,149,0,5.002666667,150080,FALSE,0.666666667,0.856348839,3,150080,Dec-20,400,0,0,0,0,2,0,0,2,2,191,21,21.15316667,2859.959554,2723.021118
F16,16,Seq2,Seq2_16DPH_F16,500,2501,150040,5.001333333,396,478,19,0,220,6.9,19.8,98,8.13,19.7,,,,12,1,2,0,0,27,16,1,0,0,459,44,0,5.002666667,150080,FALSE,0.285714286,0.46291005,1,150080,Dec-20,400,0,0,0,0,0,0,1,1,1,52,21,19.80963333,996.0100012,1154.931847
F11,19,Seq1,Seq1_19DPH_F11,500,2501,150040,5.001333333,904,1225,70,0,289,14.85,20.7,86,8.080340909,,,,,16,1,0,0,0,42,17,0,2,0,1155,61,0,5.002666667,150080,TRUE,0.428571429,0.597614305,2,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,72,81,5.6334,2100.865031,3136.740831
F02,19,Seq3,Seq3_19DPH_F02,748,3741,224440,5.000891266,1236,1535,67,0,0,30,20.2,93,8.080340909,,,,,16,3,1,0,0,14,20,0,0,0,1468,34,0,5.001782531,224480,TRUE,0.476190476,0.601585208,2,224480,Dec-20,400,0,0,0,0,0,0,0,0,0,72,41,5.665909091,2886.224264,2623.498624
F04,13,Seq1,Seq1_13DPH_F04,226,1131,67840,5.002949853,997,2942,284,0,145,,19.9,89,8.11,19.8,,,,4,3,0,0,0,314,8,1,0,1,2658,324,0.00308642,5.005899705,67880,TRUE,2.80952381,1.990453406,8,67880,Dec-20,400,0,0,0,0,1,0,0,1,1,814,101,19.99977876,3002.043317,2998.915653
F13,20,Seq1,Seq1_20DPH_F13,500,2501,150040,5.001333333,1784,3785,238,0,378,36,20,82,8.01,19.9,,,,24,1,0,1,0,431,25,0,1,1,3547,458,0.002183406,5.002666667,150080,TRUE,2.047619048,1.596126263,6,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,502,81,21.07706667,4602.181326,4451.305065
F06,19,Seq1,Seq1_19DPH_F06,500,2501,150040,5.001333333,186,201,12,0,316,1.78,21.4,90,8.05,20.9,0.01354811,0.006189929,0.01489518,0,0,0,0,0,6,0,0,0,0,189,6,0,5.002666667,150080,TRUE,0.095238095,0.300792604,1,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,7,61,49.90773333,585.077785,1399.573557
F06,20,Seq1,Seq1_20DPH_F06,500,2501,150040,5.001333333,1449,3496,333,0,310,2.5,21.3,113,8.16,21.1,0.0145902,0.012405382,0.019151158,2,0,0,0,0,34,2,0,0,1,3163,37,0.027027027,5.002666667,150080,TRUE,0.857142857,2.151411497,10,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,44,61,60.19616667,3986.893278,10101.94975
F06,21,Seq2,Seq2_21DPH_F06,500,2501,150040,5.001333333,2083,4725,332,0,430,32.4,21.3,103,8.11,21.1,0.011589935,0.005241815,0.012720183,2,0,0,0,0,50,2,0,0,0,4393,52,0,5.002666667,150080,TRUE,2.142857143,1.8516402,7,150080,21-26,400,0,0,0,0,0,0,0,0,0,60,61,18.00463333,5615.290374,5597.173738
F04,21,Seq1,Seq1_21DPH_F04,217,1086,65140,5.003072197,569,812,43,0,420,28,21,90,8.04,21,,,,0,0,0,0,0,22,0,0,0,0,769,22,0,5.006144393,65180,TRUE,1.095238095,0.768424486,3,65180,21-26,400,0,0,0,0,0,0,0,0,0,93,101,41.91029186,1315.816736,1545.625951
F02,16,Seq1,Seq1_16DPH_F02,500,2501,150040,5.001333333,2447,4269,210,0,195,6,19.5,99,8.080340909,,,,,3,2,1,0,0,79,4,0,0,0,4059,83,0,5.002666667,150080,TRUE,2,0.948683298,4,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,121,41,19.99836667,5723.740557,6484.049149
F02,20,Seq3,Seq3_20DPH_F02,750,3380,202780,4.506222222,2467,4375,259,0,0,24,20.2,90,8.080340909,,,,,0,0,0,0,0,17,0,0,0,0,4116,17,0,4.507111111,202820,TRUE,1.285714286,1.189237451,4,202820,Dec-20,400,1,0,1,1,0,0,0,0,1,50,41,4.507511111,5818.162939,6222.443017
F11,19,Seq3,Seq3_19DPH_F11,500,1751,105040,3.501333333,1318,3429,443,0,289,14.85,20.7,86,8.080340909,,,,,0,0,0,0,0,54,0,0,0,0,4458,54,0,5.002666667,150080,TRUE,1.904761905,1.813966976,7,150080,Dec-20,400,0,0,0,0,0,0,0,0,0,86,81,15.4044,5564.050016,3787.401888
F16,27,Seq3,Seq3_27DPH_F16,500,2501,150040,5.001333333,1698,2926,164,0,0,87.5,20.1,107,7.9,20.5,,,,63,4,1,0,1,69,75,3,2,8,2762,157,0.050955414,5.002666667,150080,FALSE,1.095238095,0.94365046,4,150080,27-30,400,0,0,0,0,0,0,1,1,1,196,21,19.91833333,3935.067032,4252.637156
F19,27,Seq1,Seq1_27DPH_F19,500,2501,150040,5.001333333,2500,11727,1434,0,0,75.6,20.3,101,8.1,20.2,,,,220,13,10,0,37,168,299,2,11,20,4760,500,0.04,2.594666667,77840,FALSE,4.19047619,1.833549771,7,77840,27-30,400,0,0,0,0,0,1,2,3,3,555,31,20.0239,9641.708381,11989.60304
F16,23,Seq1,Seq1_23DPH_F16,500,2501,150040,5.001333333,2501,20341,2513,0,345,48.6,19.9,100,8.01,19.8,,,,329,19,22,0,0,130,362,4,4,0,8113,500,0,2.216666667,66500,FALSE,8,1.549193338,11,66500,21-26,400,0,0,0,0,3,0,0,3,3,572,21,12.11866667,14052.0747,9687.896887
F17,26,Seq1,Seq1_26DPH_F17,500,2501,150040,5.001333333,2497,7589,477,0,0,72.45,20.3,85,8.02,20.3,0.012695368,0.005762856,0.01394212,107,25,2,1,0,274,158,0,2,66,3000,500,0.132,2.134666667,64040,FALSE,2.857142857,1.651838802,8,64040,21-26,400,0,0,0,0,0,0,0,0,0,544,41,20.01673333,4925.976719,7487.124388
