,Unnamed: 0,cohort,DPH,seq,video_name,fps,num_frames_sampled,last_frame_sampled,duration.sampled,num_frames_with_detections,total_clips,removed_preds,start_frame,rotifers,artemia,temp,oxygen,PH,our.temp,mean_current,std_current,rms_current,pull,crazy,fast_start,rotate,breathe,swim,other,strike,spit_i.o,no_fish,tot_preds_in_sampled_time,tot_labeled,proportion_no_fish,min_labeled,frame_span_labeled,manually_annotated,mean_detections_per_frame_20,std_detections_per_frame_20,max_detections_per_frame_20,last_frame_labeled,age_group,frame_size,manual_strikes,manual_strikes_detected_kinetics,manual_strikes_detected_ssv,manual_strikes_detected,new_strikes_kinetics_only,new_strikes_ssv_only,new_strikes_both,new_strikes_detected,unique_strikes,tot_labeled_both,tank,full_duration_min,stat_strikes,sr,full_duration_frame
176,198,F14,12,Seq2,Seq2_12DPH_F14,500,2501,150040,,973,1258,52,0,250.0,0.0,19.0,92.0,8.26,,,,,1,0,0,0,0,57,1,0,0,0,1206,58,0.0,5.00266666666667,150080,True,0.5714285714,0.7464200273,3,150080,08-14,400,0,0,0,0,0,0,0,0,0,60,61,20.00033333,0,0,600010
177,199,F14,20,Seq1,Seq1_20DPH_F14,500,2501,150040,,491,576,10,0,326.0,22.4,19.1,99.0,8.09,,,,,0,1,0,0,0,42,1,0,0,0,566,43,0.0,5.00266666666667,150080,True,0.04761904762,0.2182178902,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,57,61,20.0287,0,0,600861
178,200,F14,20,Seq2,Seq2_20DPH_F14,500,2501,150040,,107,110,0,0,326.0,22.4,19.1,99.0,8.09,,,,,0,0,0,0,0,1,0,0,0,0,110,1,0.0,5.00266666666667,150080,True,0.04761904762,0.2182178902,1,150080,15-20,400,0,0,0,0,0,0,0,0,0,9,61,20.0287,0,0,600861
179,201,F14,20,Seq3,Seq3_20DPH_F14,500,2501,150040,,133,139,1,0,326.0,22.4,19.1,99.0,8.09,,,,,0,0,0,0,0,0,0,0,0,2,138,2,1.0,5.00266666666667,150080,True,0.0,0.0,0,150080,15-20,400,0,0,0,0,0,0,0,0,0,16,61,20.24433333,0,0,607330
180,202,F14,23,Seq1,Seq1_23DPH_F14,500,2501,150040,,136,156,5,0,403.0,46.0,19.4,92.0,8.11,,,,,1,0,0,0,0,17,1,0,0,0,151,18,0.0,5.00266666666667,150080,True,0.09523809524,0.3007926038,1,150080,21-25,400,0,0,0,0,0,0,0,0,0,19,61,20.227,0,0,606810
181,203,F14,23,Seq2,Seq2_23DPH_F14,500,2501,150040,,369,407,22,0,403.0,46.0,19.4,92.0,8.11,,,,,0,0,0,0,0,34,0,0,1,0,385,35,0.0,5.00266666666667,150080,True,0.09523809524,0.3007926038,1,150080,21-25,400,0,0,0,0,0,0,0,0,0,43,61,19.94493333,0,0,598348
182,204,F14,24,Seq1,Seq1_24DPH_F14,500,2501,150040,,822,1023,31,0,0.0,64.4,19.5,94.0,8.13,,,,,6,3,0,0,0,130,9,0,0,2,992,141,0.01418439716,5.00266666666667,150080,True,0.2857142857,0.4629100499,1,150080,21-25,400,0,0,0,0,0,0,0,0,0,159,61,19.3247,0,0,579741
183,205,F14,24,Seq2,Seq2_24DPH_F14,500,2501,150040,,2499,6034,137,0,0.0,64.4,19.5,94.0,8.13,,,,,6,1,0,0,0,134,8,0,0,10,5897,152,0.06578947368,5.00266666666667,150080,True,2.476190476,0.8728715609,4,150080,21-25,400,0,0,0,0,0,0,0,0,0,177,61,20.1957,0,0,605871
184,206,F14,30,Seq1,Seq1_30DPH_F14,500,2501,150040,,2400,6392,526,0,0.0,109.2,21.0,80.0,8.16,,,,,4,1,0,0,5,191,10,0,1,1,5866,203,0.004926108374,5.00266666666667,150080,True,2.476190476,1.209092537,4,150080,26-30,400,0,0,0,0,0,0,0,0,0,214,61,19.7853,0,0,593559
185,207,F14,30,Seq2,Seq2_30DPH_F14,500,2501,150040,,1591,2370,98,0,0.0,109.2,21.0,80.0,8.16,,,,,0,0,0,0,0,0,0,0,0,0,2272,0,,5.00266666666667,150080,True,1.0,0.7745966692,3,150080,26-30,400,0,0,0,0,1,0,0,1,1,140,61,19.92956667,1,12,597887
186,208,F15,8,Seq1,Seq1_08DPH_F15,544,2721,163240,,2466,11441,1507,0,240.0,0.0,19.2,86.0,8.13,,,,,0,0,0,1,0,499,1,0,0,0,3796,500,0.0,1.23406862745098,40280,True,4.142857143,2.535462764,10,40280,08-14,400,0,0,0,0,0,0,0,0,0,524,71,11.43740809,0,0,373317
187,209,F15,8,Seq2,Seq2_08DPH_F15,544,2721,163240,,2028,4576,365,0,240.0,0.0,19.2,86.0,8.13,,,,,0,0,0,0,0,0,0,0,0,0,4211,0,,5.00245098039216,163280,True,1.714285714,1.189237451,4,163280,08-14,400,0,0,0,0,1,0,0,1,1,475,71,10.04718137,1,7,327940
188,210,F15,23,Seq1,Seq1_23DPH_F15,500,2501,150040,,653,819,33,0,377.0,50.4,20.0,80.0,8.03,,,,,0,0,0,0,0,10,0,0,0,0,786,10,0.0,5.00266666666667,150080,True,0.2380952381,0.4364357805,1,150080,21-25,400,0,0,0,0,0,0,0,0,0,16,71,19.9932,0,0,599796
189,211,F15,23,Seq2,Seq2_23DPH_F15,500,2501,150040,,193,204,5,0,377.0,50.4,20.0,80.0,8.03,,,,,0,0,0,0,0,0,0,0,0,0,199,0,,5.00266666666667,150080,True,0.1428571429,0.3585685828,1,150080,21-25,400,0,0,0,0,0,0,0,0,0,3,71,20.32793333,0,0,609838
190,212,F15,24,Seq1,Seq1_24DPH_F15,498,2491,149440,,773,956,42,0,,,,91.4563279858009,8.11,,,,,6,0,0,0,0,43,6,0,0,0,914,49,0.0,5.00267737617135,149480,True,0.2380952381,0.4364357805,1,149480,21-25,400,0,0,0,0,0,0,0,0,0,60,71,13.8708166,0,0,414460
191,213,F15,24,Seq2,Seq2_24DPH_F15,498,2491,149440,,280,355,8,0,,,,91.4563279858009,8.11,,,,,1,1,0,0,0,15,1,0,0,0,347,16,0.0,5.00267737617135,149480,True,0.1428571429,0.3585685828,1,149480,21-25,400,0,0,0,0,0,0,0,0,0,26,71,13.8708166,0,0,414460
192,214,F15,24,Seq4,Seq4_24DPH_F15,498,2491,149440,,1048,1436,72,0,,,,91.4563279858009,8.11,,,,,19,4,1,0,0,49,20,0,0,8,1364,77,0.1038961039,5.00267737617135,149480,True,0.380952381,0.5895922724,2,149480,21-25,400,0,0,0,0,0,0,0,0,0,119,71,13.8708166,0,0,414460
193,215,F15,24,Seq5,Seq5_24DPH_F15,500,2501,150040,,1032,1465,58,0,,,,91.4563279858009,8.11,,,,,5,2,0,0,0,44,6,0,1,0,1407,51,0.0,5.00266666666667,150080,True,0.6666666667,0.8563488386,3,150080,21-25,400,0,0,0,0,0,0,0,0,0,116,71,10.09943333,0,0,302983
194,216,F15,29,Seq1,Seq1_29DPH_F15,500,2501,150040,,239,271,3,0,0.0,97.44,19.4,92.0,8.13,,,,,1,0,0,0,0,7,1,0,1,0,268,9,0.0,5.00266666666667,150080,True,0.04761904762,0.2182178902,1,150080,26-30,400,0,0,0,0,0,0,0,0,0,13,71,20.41836667,0,0,612551
195,217,F15,29,Seq2,Seq2_29DPH_F15,500,2501,150040,,460,554,23,0,0.0,97.44,19.4,92.0,8.13,,,,,0,0,0,0,0,2,0,0,0,4,531,6,0.6666666667,5.00266666666667,150080,True,0.1904761905,0.5117663157,2,150080,26-30,400,0,0,0,0,0,0,0,0,0,18,71,9.565533333,0,0,286966
196,220,F16,8,Seq1,Seq1_08DPH_F16,500,2501,150040,,1257,3388,97,40000,40.0,0.0,18.9,106.0,8.2,,,,,6,6,3,0,0,117,17,0,0,0,1411,134,0.0,5.00466666666667,150140,False,0.8823529412,1.218726433,4,190140,08-14,400,0,0,0,0,0,0,0,0,0,151,21,19.24423333,0,0,577327
197,221,F16,9,Seq1,Seq1_09DPH_F16,500,2501,150040,,88,101,6,0,264.0,0.0,18.5,83.0,8.27,,,,,0,0,0,0,0,20,1,0,0,0,95,21,0.0,5.00266666666667,150080,False,0.0,0.0,0,150080,08-14,400,0,0,0,0,0,0,0,0,0,22,21,19.48503333,0,0,584551
198,222,F16,9,Seq2,Seq2_09DPH_F16,500,2501,150040,,94,95,0,0,264.0,0.0,18.5,83.0,8.27,,,,,0,0,0,0,0,4,1,0,0,1,95,6,0.1666666667,5.00266666666667,150080,False,0.0,0.0,0,150080,08-14,400,0,0,0,0,0,0,0,0,0,7,21,19.48503333,0,0,584551
199,223,F16,14,Seq1,Seq1_14DPH_F16,500,2501,150040,,1498,2135,124,0,250.0,1.1,19.0,92.0,8.28,,,,,48,3,1,1,0,33,58,0,0,0,2011,91,0.0,5.00266666666667,150080,False,0.7142857143,1.055597326,3,150080,08-14,400,0,0,0,0,0,1,0,1,1,136,21,20.6208,1,17,618624
200,224,F16,16,Seq1,Seq1_16DPH_F16,500,2501,150040,,574,648,18,0,220.0,6.9,19.8,98.0,8.13,,,,,21,2,2,0,0,49,25,0,1,5,630,80,0.0625,5.00266666666667,150080,False,0.2857142857,0.5606119106,2,150080,15-20,400,0,0,0,0,0,1,0,1,1,89,21,24.22263333,1,42,726679
201,225,F16,23,Seq3,Seq3_23DPH_F16,500,2501,150040,,2405,8082,499,0,345.0,48.6,19.9,100.0,8.01,,,,,206,10,15,0,0,258,230,0,1,3,7583,492,0.006097560976,5.00266666666667,150080,False,2.952380952,1.687488977,7,150080,21-25,400,0,0,0,0,0,0,0,0,0,529,21,11.37446667,0,0,341234
202,226,F16,29,Seq2,Seq2_29DPH_F16,500,404,24220,,395,1266,81,0,0.0,103.95,21.3,107.0,8.01,,,,,7,1,0,0,3,48,12,0,0,15,1185,75,0.2,0.808666666666667,24260,False,3.333333333,1.238278375,6,24260,26-30,400,0,0,0,0,0,0,0,0,0,108,21,22.57946667,0,0,677384
203,229,F17,9,Seq1,Seq1_09DPH_F17,500,2501,150040,,1525,2575,226,35000,252.0,0.0,19.0,91.0,8.22,,,,,20,3,5,8,0,224,45,0,0,0,2206,269,0.0,5.00466666666667,150140,False,0.7777777778,0.7320844981,2,185140,08-14,400,0,0,0,0,0,0,0,0,0,283,41,9.398266667,0,0,281948
204,230,F17,11,Seq2,Seq2_11DPH_F17,500,2501,150040,,1284,1872,103,0,254.0,0.0,19.1,97.0,8.16,,0.01374936125,0.009475981946,0.01669846385,16,0,3,16,0,85,46,0,0,0,1769,131,0.0,5.00466666666667,150140,False,0.7142857143,1.007117528,3,150140,08-14,400,0,0,0,0,0,0,0,0,0,164,41,19.57573333,0,0,587272
205,231,F17,16,Seq1,Seq1_16DPH_F17,500,2501,150040,,1165,1573,65,0,242.0,13.92,20.0,89.0,8.02,,0.01135069413,0.005875689361,0.01278130671,39,1,2,1,0,49,41,0,1,16,1508,109,0.1495327103,5.00266666666667,150080,False,0.5714285714,0.8106434834,2,150080,15-20,400,0,0,0,0,0,1,0,1,1,133,41,19.67353333,1,21,590206
206,232,F17,16,Seq2,Seq2_16DPH_F17,500,2301,138040,,1699,3255,191,0,242.0,13.92,20.0,89.0,8.02,,0.01135069413,0.005875689361,0.01278130671,245,17,10,1,0,201,289,0,8,2,2709,500,0.004,4.30866666666667,129260,False,1.714285714,1.73616984,6,129260,15-20,400,0,0,0,0,0,0,0,0,0,567,41,19.67353333,0,0,590206
207,233,F17,24,Seq1,Seq1_24DPH_F17,500,2501,150040,,2500,20195,3879,0,20.0,52.5,20.2,66.0,7.9,,0.02110911097,0.01252134321,0.02454338815,200,9,9,3,0,264,228,0,8,0,2779,500,0.0,0.936666666666667,28100,False,6.666666667,2.886751346,14,28100,21-25,400,0,0,0,0,0,0,0,0,0,562,41,20.18456667,0,0,605537
208,234,F17,30,Seq1,Seq1_30DPH_F17,500,2501,150040,,1052,1318,51,0,0.0,110.25,22.6,76.0,8.04,,0.01661532952,0.008654331368,0.01873398889,21,2,0,0,35,32,81,0,1,0,1267,114,0.0,5.00266666666667,150080,False,0.5714285714,0.6761234038,2,150080,26-30,400,0,0,0,0,0,0,0,0,0,143,41,14.8344,0,0,445032
209,235,F17,30,Seq2,Seq2_30DPH_F17,500,2501,150040,,1357,2044,79,0,0.0,110.25,22.6,76.0,8.04,,0.01661532952,0.008654331368,0.01873398889,19,1,2,0,12,96,55,0,2,1,1965,157,0.006493506494,5.00266666666667,150080,False,0.7619047619,0.8309489698,3,150080,26-30,400,0,0,0,0,0,1,0,1,1,191,41,20.02893333,1,16,600868
210,236,F18,15,Seq1,Seq1_15DPH_F18,500,2501,150040,,1492,2559,181,0,248.0,1.45,19.6,90.0,8.05,,,,,12,0,1,0,0,18,13,0,0,0,2378,31,0.0,5.00266666666667,150080,False,0.5238095238,0.7496030696,2,150080,15-20,400,0,0,0,0,0,1,0,1,1,70,51,10.5662,1,23,316986
211,237,F18,15,Seq2,Seq2_15DPH_F18,500,2501,150040,,2501,11641,2595,0,248.0,1.45,19.6,90.0,8.05,,,,,29,3,4,4,0,39,46,0,0,0,9046,85,0.0,5.00266666666667,150080,False,3.619047619,1.023532631,6,150080,15-20,400,0,0,0,0,0,0,0,0,0,139,51,9.720566667,0,0,291617
212,238,F18,15,Seq3,Seq3_15DPH_F18,500,2501,150040,,2501,9986,2234,0,248.0,1.45,19.6,90.0,8.05,,,,,3,0,0,0,0,22,5,0,0,0,7752,27,0.0,5.00266666666667,150080,False,3.238095238,0.8890872794,5,150080,15-20,400,0,0,0,0,0,0,0,0,0,47,51,10.1057,0,0,303171
213,239,F18,16,Seq2,Seq2_16DPH_F18,500,2501,150040,,2501,19815,5483,0,260.0,8.4,19.7,93.0,8.13,,,,,121,14,6,7,2,244,158,0,2,0,14332,404,0.0,5.00266666666667,150080,False,5.80952381,3.092232973,12,150080,15-20,400,0,0,0,0,0,6,0,6,6,625,51,20.01593333,6,12,600478
214,240,F18,18,Seq1,Seq1_18DPH_F18,500,575,34480,,272,441,22,0,253.0,,20.1,90.0,8.0,,0.01073807445,0.003848531872,0.01140689893,9,1,1,0,0,31,12,0,1,0,419,44,0.0,1.15066666666667,34520,False,0.9523809524,1.160869953,4,34520,15-20,400,0,0,0,0,0,0,0,0,0,50,51,1.1522,0,0,34566
215,241,F18,28,Seq1,Seq1_28DPH_F18,500,2501,150040,,958,1294,58,0,0.0,89.25,20.5,77.0,7.99,,,,,37,1,4,0,6,49,86,0,0,3,1236,138,0.02173913043,5.00266666666667,150080,False,0.5238095238,0.8135752958,3,150080,26-30,400,0,0,0,0,0,1,0,1,1,168,51,20.01093333,1,23,600328
216,242,F19,12,Seq1,Seq1_12DPH_F19,500,2501,150040,,1147,1536,70,0,250.0,0.0,19.3,95.0,8.23,,,,,11,0,1,6,0,42,39,0,0,0,1466,81,0.0,5.00466666666667,150140,False,0.7142857143,0.7171371656,2,150140,08-14,400,0,0,0,0,0,0,0,0,0,84,31,19.5183,0,0,585549
217,243,F19,12,Seq2,Seq2_12DPH_F19,500,134,8020,,130,342,30,0,250.0,0.0,19.3,95.0,8.23,,,,,1,0,1,0,0,2,5,0,0,0,312,7,0.0,0.268666666666667,8060,False,2.142857143,1.062342425,4,8060,08-14,400,0,0,0,0,0,0,0,0,0,8,31,0.269866667,0,0,8096
218,244,F19,14,Seq1,Seq1_14DPH_F19,500,2501,150040,,2474,3954,112,0,220.0,1.15,19.1,98.0,8.12,,,,,13,2,2,41,0,100,62,0,0,1,3844,163,0.006134969325,5.00466666666667,150140,False,1.80952381,0.7496030696,3,150140,08-14,400,0,0,0,0,0,0,0,0,0,171,31,20.01213333,0,0,600364
219,245,F19,14,Seq2,Seq2_14DPH_F19,500,2501,150040,,2488,3505,86,0,220.0,1.15,19.1,98.0,8.12,,,,,3,0,1,11,0,75,24,0,0,0,3420,99,0.0,5.00466666666667,150140,False,1.333333333,0.4830458915,2,150140,08-14,400,0,0,0,0,0,0,0,0,0,108,31,8.669033333,0,0,260071
220,246,F19,14,Seq3,Seq3_14DPH_F19,500,2501,150040,,1258,2144,120,0,220.0,1.15,19.1,98.0,8.12,,,,,12,1,0,8,0,154,36,0,2,0,2025,192,0.0,5.00466666666667,150140,False,1.095238095,1.135991281,4,150140,08-14,400,0,0,0,0,0,0,0,0,0,206,31,9.9879,0,0,299637
221,247,F19,19,Seq1,Seq1_19DPH_F19,500,2501,150040,,2476,12943,2183,0,292.0,17.4,20.4,96.0,8.04,,,,,314,13,30,8,0,147,351,0,2,0,3285,500,0.0,1.44466666666667,43340,False,3.857142857,2.031888636,11,43340,15-20,400,0,0,0,0,0,0,0,0,0,524,31,9.625933333,0,0,288778
222,248,F19,21,Seq1,Seq1_21DPH_F19,500,2501,150040,,1344,2375,241,0,345.0,32.4,20.0,102.0,7.97,,,,,340,16,9,1,0,95,399,0,6,0,2108,500,0.0,4.89066666666667,146720,False,0.8095238095,0.8728715609,2,146720,21-25,400,0,0,0,0,0,0,0,0,0,576,31,19.9968,0,0,599904
