"","group","time","mean_rate","lower_ci","upper_ci","percent_mean_upper","percent_mean_lower","mean_percent_mean","cutoff_mean","cutoff_upper","cutoff_lower","y_for_percent"
"324","08-14",979,5.23708389004354,4.85782866889267,5.47510673771217,0.0454495006507631,0.0724172514921694,0.0589333760714662,493,493,493,1.47713414634146
"325","08-14",982,5.22013364823383,4.90107998291208,5.4975511706156,0.0531437585847313,0.061119826966442,0.0571317927755867,493,493,493,1.48170731707317
"326","08-14",985,5.2350020098008,4.85504052760779,5.46691482937271,0.0443004260815433,0.0725809620477047,0.058440694064624,493,493,493,1.48628048780488
"327","08-14",988,5.23379038058321,4.91467176669643,5.47631446969126,0.0463381357434153,0.0609727541001013,0.0536554449217583,493,493,493,1.49085365853659
"328","08-14",991,5.24883896485907,4.8782295715812,5.52254919230393,0.0521468136624782,0.0706078802872585,0.0613773469748684,493,493,493,1.49542682926829
"329","08-14",994,5.23967574630468,4.96670317816916,5.49283100305953,0.0483150616588054,0.0520972253536943,0.0502061435062499,493,493,493,1.5
"330","15-20",10,4.10093027902431,-4.11918749361869,6.62804136913613,0.61622873791287,0.00445196902950691,0.310340353471188,607,475,694,0
"331","15-20",13,3.81419635189067,-14.5347038465389,6.62804136913613,0.737729460584968,2.81068579212869,1.77420762635683,607,475,694,0.00457317073170732
"332","15-20",16,3.79997986528906,-17.7760097678612,6.62804136913613,0.74423065492531,3.677922093808,2.21107637436665,607,475,694,0.00914634146341463
"333","15-20",19,3.67174271715932,-18.9597355817643,6.62804136913614,0.805148639135584,4.16368848317147,2.48441856115353,607,475,694,0.013719512195122
"334","15-20",22,3.23000175854541,-19.0817421262887,6.4913010723894,1.00968964032783,4.90765688464576,2.9586732624868,607,475,694,0.0182926829268293
"335","15-20",25,2.85261111398511,-22.7436338814972,6.57790326638131,1.30592359194449,6.97291778398923,4.13942068796686,607,475,694,0.0228658536585366
"336","15-20",28,2.87489369500655,-19.9512783210765,6.62804136913616,1.30549094063843,5.93983167298678,3.62266130681261,607,475,694,0.0274390243902439
"337","15-20",31,3.0139969285915,-19.6230469667308,6.44571987894156,1.13859537075035,5.5106393376124,3.32461735418138,607,475,694,0.0320121951219512
"338","15-20",34,2.97618757065399,-19.514558271662,6.62804136913613,1.22702407418484,5.55689798051736,3.3919610273511,607,475,694,0.0365853658536585
"339","15-20",37,3.55336755776697,-19.5356989838987,6.73055373078329,0.894133838215412,4.49779854358085,2.69596619089813,607,475,694,0.0411585365853658
"340","15-20",40,2.41092016644407,-22.8957958797588,6.62804144309638,1.7491749977239,8.49670428678211,5.122939642253,607,475,694,0.0457317073170732
"341","15-20",43,1.98221371985359,-23.5183295521258,6.44571985446026,2.2517784484593,10.8646790285877,6.5582287385235,607,475,694,0.0503048780487805
"342","15-20",46,2.89001674302196,-20.7524467982148,6.62804139550246,1.29342664242554,6.18073583771521,3.73708124007038,607,475,694,0.0548780487804878
"343","15-20",49,2.47252532097784,-21.3435267863179,6.47426185619511,1.61848151817295,7.63227834523327,4.62537993170311,607,475,694,0.0594512195121951
"344","15-20",52,2.4790168205777,-20.4553661070516,6.44571986121422,1.60011138597766,7.25140270822557,4.42575704710162,607,475,694,0.0640243902439024
"345","15-20",55,2.50343189949095,-21.1833198015335,6.48218469239288,1.58931936343504,7.4617120225403,4.52551569298767,607,475,694,0.0685975609756097
"346","15-20",58,1.49012560685607,-26.7443039913611,6.4457198613346,3.32562183461438,16.9476843215838,10.1366530780991,607,475,694,0.0731707317073171
"347","15-20",61,1.26853178104373,-26.0345402738845,6.45483593876287,4.08843060553982,19.523364619579,11.8058976125594,607,475,694,0.0777439024390244
"348","15-20",64,2.08612188831185,-20.886715215038,6.4457198497512,2.0898097977234,9.01222188025651,5.55101583898996,607,475,694,0.0823170731707317
"349","15-20",67,1.55197022968563,-22.7568282370564,6.44571917163561,3.15324923657929,13.6631860597391,8.40821764815919,607,475,694,0.086890243902439
"350","15-20",70,1.8064836091037,-23.1396082471796,6.44572560438478,2.56810633204853,11.8091991151033,7.1886527235759,607,475,694,0.0914634146341463
"351","15-20",73,2.11509758718003,-21.1642343635281,6.4457278106964,2.04748482990339,9.00626850118319,5.52687666554329,607,475,694,0.0960365853658536
"352","15-20",76,2.50210280301326,-21.8660488464179,6.44571988672413,1.57612112458433,7.73906892238192,4.65759502348313,607,475,694,0.100609756097561
"353","15-20",79,2.79466620633991,-19.8424412592946,6.44571986964429,1.30643640196517,6.10011135293384,3.70327387744951,607,475,694,0.105182926829268
"354","15-20",82,2.7487408478797,-20.2263562849979,6.44572255806183,1.34497281292774,6.358407869043,3.85169034098537,607,475,694,0.109756097560976
"355","15-20",85,2.45574287204274,-26.2912163143857,6.4457199744689,1.6247536123793,9.7060134893178,5.66538355084855,607,475,694,0.114329268292683
"356","15-20",88,2.84561550085062,-25.9848571812124,6.44572543007596,1.26514278831739,8.13154190137248,4.69834234484493,607,475,694,0.11890243902439
"357","15-20",91,2.8072042930506,-21.8509910750102,6.44571982174029,1.29613492601769,6.78389771243354,4.04001631922561,607,475,694,0.123475609756098
"358","15-20",94,2.67230088412606,-21.5025937090434,6.44571994913619,1.41204872827941,7.04647180142498,4.2292602648522,607,475,694,0.128048780487805
"359","15-20",97,3.40355916141296,-19.8017140992778,6.4457233396765,0.893818509974311,4.8179432647374,2.85588088735585,607,475,694,0.132621951219512
"360","15-20",100,2.8551072165267,-20.9900372929043,6.44572011881538,1.25761053087763,6.35175098553363,3.80468075820563,607,475,694,0.13719512195122
"361","15-20",103,2.38657114380973,-22.2702338658725,6.4457196851379,1.70082863519772,8.33147705386317,5.01615284453044,607,475,694,0.141768292682927
"362","15-20",106,3.25087331824916,-20.6794864883807,6.44571983873052,0.982765616410434,5.36120957783683,3.17198759712363,607,475,694,0.146341463414634
"363","15-20",109,1.3744089444801,-25.2991370669273,6.19108525063097,3.50454377170319,17.4072849413079,10.4559143565055,607,475,694,0.150914634146341
"364","15-20",112,3.50706305669835,-19.3982969128505,6.44571888070546,0.837925003485294,4.53120847821669,2.68456674085099,607,475,694,0.155487804878049
"365","15-20",115,2.62441690327032,-21.9122438127764,6.44571979262021,1.4560578712125,7.34937611683236,4.40271699402243,607,475,694,0.160060975609756
"366","15-20",118,3.80575465201762,-11.833474864406,6.4457197488375,0.693677164769489,2.10936356817758,1.40152036647354,607,475,694,0.164634146341463
"367","15-20",121,3.08842163171332,-19.7160586322081,6.43282058934977,1.08288289503436,5.38386236832258,3.23337263167847,607,475,694,0.169207317073171
"368","15-20",124,2.71863569509206,-24.7467657200605,6.44570149905956,1.37093241683538,8.10264135968484,4.73678688826011,607,475,694,0.173780487804878
"369","15-20",127,3.45522579898657,-12.4630786020676,6.44571987071612,0.865498883634949,2.60702290591923,1.73626089477709,607,475,694,0.178353658536585
"370","15-20",130,3.35617089716535,-18.7040648273961,6.44562405154631,0.9205291533248,4.57303707126287,2.74678311229384,607,475,694,0.182926829268293
"371","15-20",133,3.54832031282035,-12.4343045225575,6.44571973207854,0.816555204666746,2.50427904651995,1.66041712559335,607,475,694,0.1875
"372","15-20",136,3.37619023741843,-21.7184045843805,6.44560005437142,0.909134142660158,5.43281422464727,3.17097418365371,607,475,694,0.192073170731707
"373","15-20",139,2.83127882938665,-20.5466608280872,6.44531486303116,1.27646772056973,6.25702485210132,3.76674628633552,607,475,694,0.196646341463415
"374","15-20",142,3.39963612402688,-19.5652861805245,6.44522788228443,0.895858158681417,4.7551118610157,2.82548500984856,607,475,694,0.201219512195122
"375","15-20",145,3.87531911225388,-13.0130432686487,6.44560310254708,0.66324447505907,2.35792818390131,1.51058632948019,607,475,694,0.205792682926829
"376","15-20",148,2.86729092110227,-21.1899129252882,6.19470366509223,1.16047266759761,6.39022077227592,3.77534671993676,607,475,694,0.210365853658537
"377","15-20",151,4.24936361064959,-11.0847691410063,6.44406381476856,0.51647738466501,1.60857157839495,1.06252448152998,607,475,694,0.214939024390244
"378","15-20",154,4.57780119458319,-10.4022492539863,6.4456627660135,0.408025925992705,1.27232437841447,0.840175152203589,607,475,694,0.219512195121951
"379","15-20",157,3.71635541375893,-12.247310407197,6.44571237365933,0.734417636643579,2.29551645191259,1.51496704427808,607,475,694,0.224085365853659
"380","15-20",160,3.58745734780864,-18.3456716177419,6.18968011532177,0.725366886690003,4.1138368596767,2.41960187318335,607,475,694,0.228658536585366
"381","15-20",163,4.17292058208808,-10.8854479236351,6.1543329462409,0.47482628177921,1.60859216213219,1.0417092219557,607,475,694,0.233231707317073
"382","15-20",166,4.03070031547283,-11.1861025668309,6.13266164932646,0.521487872910009,1.77522556660695,1.14835671975848,607,475,694,0.23780487804878
"383","15-20",169,2.78546942999728,-19.2956596581976,6.44540657422118,1.31393908143787,5.92725594127824,3.62059751135806,607,475,694,0.242378048780488
"384","15-20",172,4.07509890424122,-11.809703127443,6.44544577131768,0.581666095173659,1.89801631934671,1.23984120726019,607,475,694,0.246951219512195
"385","15-20",175,4.43935078432359,-10.2354957185237,6.2847249120048,0.415685584972846,1.30562895697895,0.860657270975899,607,475,694,0.251524390243902
"386","15-20",178,4.12705960575351,-10.8867533231357,6.26307812855693,0.517564253209623,1.6378958297473,1.07773004147846,607,475,694,0.25609756097561
"387","15-20",181,3.96122524670465,-12.2928062431703,6.44311956821745,0.626547133005754,2.10328382699183,1.36491547999879,607,475,694,0.260670731707317
"388","15-20",184,4.29843958901823,-11.1634645103768,6.19449489305022,0.441103164245015,1.59709698814834,1.01910007619668,607,475,694,0.265243902439024
"389","15-20",187,3.74434620394017,-12.0967337038104,6.44504910249348,0.721274890583397,2.23066646216662,1.47597067637501,607,475,694,0.269817073170732
"390","15-20",190,3.9635044241288,-12.0077327215069,6.44562724649705,0.626244493952805,2.02957469869516,1.32790959632398,607,475,694,0.274390243902439
"391","15-20",193,4.02451911002596,-11.2427053329947,6.05626799058413,0.504842647037415,1.79355247810518,1.1491975625713,607,475,694,0.278963414634146
"392","15-20",196,4.34979567187366,-10.439144923739,6.44269139102232,0.481148053156058,1.39991615956581,0.940532106360935,607,475,694,0.283536585365854
"393","15-20",199,3.55823038669949,-11.9844505479724,6.19007804747797,0.739650718125567,2.36809291291812,1.55387181552184,607,475,694,0.288109756097561
"394","15-20",202,3.98463120650064,-11.157629211593,6.44571786341026,0.617644777989628,1.80016609652361,1.20890543725662,607,475,694,0.292682926829268
"395","15-20",205,4.22862719249268,-10.8687521560755,6.32885278425729,0.496668421253419,1.57027911454844,1.03347376790093,607,475,694,0.297256097560976
"396","15-20",208,4.01341086414315,-10.7758834169436,6.18898563047238,0.542076263800044,1.68496891589598,1.11352258984801,607,475,694,0.301829268292683
"397","15-20",211,4.3280877157169,-10.4711066931138,6.44567427856908,0.489266092080905,1.41933791108007,0.954302001580489,607,475,694,0.30640243902439
"398","15-20",214,4.87124476596092,3.39561875952978,6.23080079203521,0.279098278036558,0.302925859267524,0.291012068652041,607,475,694,0.310975609756098
"399","15-20",217,4.47311254512327,-8.79335603722222,6.06624721413201,0.356157966726242,0.965824903468846,0.660991435097544,607,475,694,0.315548780487805
"400","15-20",220,4.84450372197005,3.34340717789073,6.17464125450639,0.274566314502785,0.309855586914255,0.29221095070852,607,475,694,0.320121951219512
"401","15-20",223,4.64329092563593,2.76226403915054,6.25280291007305,0.346631733874544,0.405106403327027,0.375869068600785,607,475,694,0.324695121951219
"402","15-20",226,4.28477265543291,-10.6710109609866,6.0030855315686,0.401027782409166,1.49044974357187,0.945738762990517,607,475,694,0.329268292682927
"403","15-20",229,4.42696863934524,-8.8446889595576,6.04435776797631,0.365349127223607,0.997910913790829,0.681630020507218,607,475,694,0.333841463414634
"404","15-20",232,4.44511296577778,-10.2274340150435,6.14592620879182,0.382625426194639,1.30082656926447,0.841725997729556,607,475,694,0.338414634146341
"405","15-20",235,4.1795109549161,-10.7826219409203,6.14928470229275,0.471292878191821,1.5798764633545,1.02558467077316,607,475,694,0.342987804878049
"406","15-20",238,4.74296938200836,3.32951728331704,6.23244498889768,0.314038630006635,0.298009956389979,0.306024293198307,607,475,694,0.347560975609756
"407","15-20",241,4.51791664735258,2.99174436997491,6.06614809987999,0.342687033288816,0.33780443432306,0.340245733805938,607,475,694,0.352134146341463
"408","15-20",244,4.63810491581522,2.93078140900514,6.44004441482562,0.388507705564414,0.368107996218105,0.378307850891259,607,475,694,0.356707317073171
"409","15-20",247,4.50065408494936,-10.8707328424854,6.04637118939891,0.343442769711758,1.41536733045942,0.879405050085587,607,475,694,0.361280487804878
"410","15-20",250,4.87087391202375,3.39566705753845,5.979444140061,0.227591649478083,0.30286287042737,0.265227259952726,607,475,694,0.365853658536585
"411","15-20",253,4.9200518918109,3.36934727059438,6.44465550350857,0.30987551457237,0.315180541855172,0.312528028213771,607,475,694,0.370426829268293
"412","15-20",256,4.32527494432381,-11.2642426293835,6.0647588792147,0.402167251164844,1.60428360610136,1.0032254286331,607,475,694,0.375
"413","15-20",259,4.9074339096282,3.38600858722874,6.0635350341567,0.235581598411397,0.310024617838352,0.272803108124875,607,475,694,0.379573170731707
"414","15-20",262,4.90757892729417,3.3874992110692,6.44345318221543,0.312959664566835,0.309741267281682,0.311350465924259,607,475,694,0.384146341463415
"415","15-20",265,4.99328848036864,3.36480468595809,6.15800901756725,0.233257209507874,0.326134530542951,0.279695870025413,607,475,694,0.388719512195122
"416","15-20",268,4.3285824312466,-10.677957260799,6.13996254441946,0.418469589512057,1.46684854231222,0.94265906591214,607,475,694,0.393292682926829
"417","15-20",271,4.71891466989264,3.38784238526149,6.16492073082534,0.306427677143312,0.282071700326261,0.294249688734787,607,475,694,0.397865853658537
"418","15-20",274,4.80637942852796,3.37078010261018,6.15869085846854,0.281357610244838,0.29868622468648,0.290021917465659,607,475,694,0.402439024390244
"419","15-20",277,4.80493653910135,3.35755505701429,6.18779984247611,0.287800534329928,0.301228012130574,0.294514273230251,607,475,694,0.407012195121951
"420","15-20",280,4.70214171729499,3.17535637666163,6.06214990806187,0.289231646456893,0.324699984055708,0.3069658152563,607,475,694,0.411585365853659
"421","15-20",283,4.7005591957766,3.32283393774535,6.19431652804114,0.317782899874266,0.293098161441968,0.305440530658117,607,475,694,0.416158536585366
"422","15-20",286,4.74859203752019,3.2950255507961,6.06396707169593,0.277003167208834,0.306104730673634,0.291553948941234,607,475,694,0.420731707317073
"423","15-20",289,4.67568056665041,3.31175738639942,6.09316957943593,0.30316207289605,0.291705808557424,0.297433940726737,607,475,694,0.42530487804878
"424","15-20",292,4.58712080874434,2.79038205120699,6.01920618588317,0.312197004798494,0.391692050951059,0.351944527874777,607,475,694,0.429878048780488
"425","15-20",295,4.99388095278299,3.40442575907929,6.28455570177864,0.258451244873265,0.31828055348775,0.288365899180507,607,475,694,0.434451219512195
"426","15-20",298,5.01884283850988,3.39098264318751,5.98036350288467,0.191582142600079,0.324349705241157,0.257965923920618,607,475,694,0.439024390243902
"427","15-20",301,4.99749626700364,3.42074975220109,6.17451844913156,0.235522373453144,0.315507292164106,0.275514832808625,607,475,694,0.44359756097561
"428","15-20",304,4.94971173471371,3.29370736399697,6.09883744147444,0.232160127366932,0.334565821096756,0.283362974231844,607,475,694,0.448170731707317
"429","15-20",307,4.90629504815386,3.36903672712669,6.06302091816266,0.235763617690307,0.313323659898035,0.274543638794171,607,475,694,0.452743902439024
"430","15-20",310,4.92026150388932,3.38393260653751,6.09290532621488,0.238329572807993,0.312245374791034,0.275287473799513,607,475,694,0.457317073170732
"431","15-20",313,5.02966519366345,3.39524287668053,6.01405476033055,0.195716718462149,0.324956483990628,0.260336601226389,607,475,694,0.461890243902439
"432","15-20",316,4.85125051717201,3.38406808888631,6.29878801881503,0.298384405529907,0.302433861762509,0.300409133646208,607,475,694,0.466463414634146
"433","15-20",319,4.90795525531439,3.32150168599245,6.15701778096253,0.254497537298379,0.323241245446179,0.288869391372279,607,475,694,0.471036585365854
"434","15-20",322,4.96028565556173,3.31411633976653,5.946931311899,0.198909039690283,0.331869861960355,0.265389450825319,607,475,694,0.475609756097561
"435","15-20",325,5.01251769255576,3.37119786844652,6.28134386084072,0.253131509175384,0.32744419566774,0.290287852421562,607,475,694,0.480182926829268
"436","15-20",328,4.98841226659258,3.41742281142895,6.08614931669987,0.220057403326273,0.314927750796492,0.267492577061382,607,475,694,0.484756097560976
"437","15-20",331,4.91562162219198,3.43070407667184,6.14030521161636,0.249141142982901,0.302081335718836,0.275611239350869,607,475,694,0.489329268292683
"438","15-20",334,5.04407527028447,3.39438452473257,6.11736153892548,0.21278157266287,0.327055140368447,0.269918356515658,607,475,694,0.49390243902439
"439","15-20",337,4.94894489556371,3.33965226696249,6.06416989722533,0.225346013179764,0.32517893461368,0.275262473896722,607,475,694,0.498475609756098
"440","15-20",340,4.76918940773913,3.33060000416358,6.06379682497209,0.271452296512307,0.301642329667407,0.286547313089857,607,475,694,0.503048780487805
"441","15-20",343,4.89416954909618,3.41064591759654,5.97066398896353,0.219954463994031,0.303120604347187,0.261537534170609,607,475,694,0.507621951219512
"442","15-20",346,5.05423017677142,3.42862507899084,6.0930492761178,0.205534584499268,0.321632581209233,0.26358358285425,607,475,694,0.51219512195122
"443","15-20",349,5.2237595164623,3.89872358304235,5.95327894519981,0.13965409901403,0.253655615126269,0.19665485707015,607,475,694,0.516768292682927
"444","15-20",352,4.83097568859584,3.38094316577983,6.1445933243426,0.271915596438983,0.300153140128402,0.286034368283693,607,475,694,0.521341463414634
"445","15-20",355,4.95891032525991,3.40557092620193,5.92097349228243,0.194006970063952,0.313242082871617,0.253624526467785,607,475,694,0.525914634146341
"446","15-20",358,5.12322482703755,3.7948176051546,6.01317720747853,0.173709413599089,0.259291221199652,0.216500317399371,607,475,694,0.530487804878049
"447","15-20",361,4.98689550485767,3.42596132669878,5.98272191646113,0.199688646099248,0.313007195887382,0.256347920993315,607,475,694,0.535060975609756
"448","15-20",364,5.0049189132485,3.38497764566576,5.95458833517761,0.189747214368498,0.323669832750856,0.256708523559677,607,475,694,0.539634146341463
"449","15-20",367,4.78860791540179,3.33318028559592,5.92103404228541,0.23648336779492,0.303935434998701,0.270209401396811,607,475,694,0.544207317073171
"450","15-20",370,5.09816932759729,3.3880938881597,5.95497963578482,0.168062348096102,0.33542931384814,0.251745830972121,607,475,694,0.548780487804878
"451","15-20",373,5.14495732663357,3.42685669779283,6.01433949004295,0.168977526579065,0.333938752017778,0.251458139298422,607,475,694,0.553353658536585
"452","15-20",376,5.11777752565209,3.40886358703352,5.99568556026891,0.171540874963095,0.333917199419649,0.252729037191372,607,475,694,0.557926829268293
"453","15-20",379,5.06727236396054,3.40858410889852,5.99538619841706,0.18315846628996,0.327333550661091,0.255246008475526,607,475,694,0.5625
"454","15-20",382,5.07407648928138,3.42676635805719,5.86908447881325,0.156680332117828,0.324652207097,0.240666269607414,607,475,694,0.567073170731707
"455","15-20",385,4.92863802247184,3.42156282758232,6.09081580745065,0.235801002159202,0.305779241246383,0.270790121702793,607,475,694,0.571646341463415
"456","15-20",388,5.10182760052779,4.05021547566314,5.99754385446524,0.175567722798941,0.206124590481234,0.190846156640087,607,475,694,0.576219512195122
"457","15-20",391,5.17614240341865,4.03286917714846,6.06353183659105,0.171438373215217,0.220873603770078,0.196155988492647,607,475,694,0.580792682926829
"458","15-20",394,4.99939446188518,3.3965550218243,5.95202451647796,0.190549087865647,0.320606715929448,0.255577901897547,607,475,694,0.585365853658537
"459","15-20",397,5.15668960942234,3.42586038802732,5.98284154827592,0.160209747226987,0.335647353727173,0.24792855047708,607,475,694,0.589939024390244
"460","15-20",400,5.07277748740591,3.42415302596806,5.90049990600361,0.163169470896894,0.324994436584467,0.24408195374068,607,475,694,0.594512195121951
"461","15-20",403,5.10743282519444,3.40290630896208,5.99396310529805,0.173576493405933,0.33373449530733,0.253655494356631,607,475,694,0.599085365853658
"462","15-20",406,4.96182353789378,3.43334729773478,5.96685825712794,0.202553499042971,0.3080472790872,0.255300389065086,607,475,694,0.603658536585366
"463","15-20",409,5.13973106182765,4.03229931689172,5.9662707330918,0.160813797710699,0.215464920559897,0.188139359135298,607,475,694,0.608231707317073
"464","15-20",412,5.14596355451448,3.43212468672087,5.9595081440312,0.158093733252932,0.333045279010981,0.245569506131957,607,475,694,0.61280487804878
"465","15-20",415,5.11056530837465,3.3953777725181,5.96747430671788,0.1676740138589,0.335616009650807,0.251645011754853,607,475,694,0.617378048780488
"466","15-20",418,5.14264590193237,4.02203328444781,6.04691832263505,0.175837970948553,0.217905848245062,0.196871909596808,607,475,694,0.621951219512195
"467","15-20",421,4.89615788643995,3.24674303016015,5.9628238837983,0.217857761554731,0.33687942556916,0.277368593561946,607,475,694,0.626524390243902
"468","15-20",424,5.19780597638657,4.17401081729065,5.88889650473391,0.132958123386471,0.196966790170119,0.164962456778295,607,475,694,0.63109756097561
"469","15-20",427,5.08185356041581,3.43115371271521,5.99564468122204,0.179814532225809,0.32482239562321,0.252318463924509,607,475,694,0.635670731707317
"470","15-20",430,5.0764909434729,3.4292346694447,5.87515449454698,0.157325908775817,0.324487188565984,0.2409065486709,607,475,694,0.640243902439024
"471","15-20",433,5.09557176122154,3.93810523598046,5.89231665392849,0.156360253577499,0.22715145217847,0.191755852877985,607,475,694,0.644817073170732
"472","15-20",436,5.15058910959572,3.41925445904129,6.030537619122,0.170844245347956,0.336143034071364,0.25349363970966,607,475,694,0.649390243902439
"473","15-20",439,5.05079464914473,3.39990755493668,6.0326270822756,0.194391675238101,0.326856902504956,0.260624288871528,607,475,694,0.653963414634146
"474","15-20",442,5.10500753796803,3.40557586527081,6.04440550362425,0.184015000696773,0.332895036894236,0.258455018795505,607,475,694,0.658536585365854
"475","15-20",445,5.13979494873316,4.13982567510481,5.95701808618437,0.15899917129041,0.194554312691952,0.176776741991181,607,475,694,0.663109756097561
"476","15-20",448,5.12853032700396,3.41835879061774,5.94102246196429,0.158425919933087,0.333462303494905,0.245944111713996,607,475,694,0.667682926829268
"477","15-20",451,5.09679246535152,4.04723291160551,5.90928118772819,0.159411772776711,0.205925503320179,0.182668638048445,607,475,694,0.672256097560976
"478","15-20",454,5.08206636442389,4.1415286643117,6.13932493663707,0.208037144027541,0.185069936649443,0.196553540338492,607,475,694,0.676829268292683
"479","15-20",457,5.03354945845691,3.82231952870161,5.98033517049161,0.188095045027122,0.240631375484015,0.214363210255568,607,475,694,0.68140243902439
"480","15-20",460,5.16518571868066,3.88735525916079,6.05105321444181,0.171507385021468,0.247392935920659,0.209450160471064,607,475,694,0.685975609756098
"481","15-20",463,5.14684628458063,3.960807915787,5.89404659346945,0.145176340534464,0.230439827267985,0.187808083901224,607,475,694,0.690548780487805
"482","15-20",466,5.08186852529871,4.15719538580598,5.97981851170543,0.176696815735494,0.181955344749574,0.179326080242534,607,475,694,0.695121951219512
"483","15-20",469,5.1547985631532,3.86368575692463,5.86227414563988,0.137246019183709,0.250468139619948,0.193857079401829,607,475,694,0.69969512195122
"484","15-20",472,5.16369272266913,4.06493523956065,5.97853399951398,0.157802046056617,0.212785218276995,0.185293632166806,607,475,694,0.704268292682927
"485","15-20",475,5.11904895375131,3.4250852137444,5.78445618052252,0.129986494128677,0.330913760604996,0.230450127366836,607,475,694,0.708841463414634
"486","15-20",478,5.0924604574777,3.4188157379965,5.82510066199005,0.143867627570196,0.328651490464425,0.236259559017311,607,475,694,0.713414634146341
"487","15-20",481,5.1249884335735,3.87076268184905,5.87154148718993,0.145669217266094,0.24472752826291,0.195198372764502,607,475,694,0.717987804878049
"488","15-20",484,5.0855329616725,3.40541658519675,5.8000341133125,0.140496808697317,0.3303717406097,0.235434274653508,607,475,694,0.722560975609756
"489","15-20",487,5.06990225895525,4.19143237540593,5.94446903504941,0.172501703469602,0.173271561990693,0.172886632730148,607,475,694,0.727134146341463
"490","15-20",490,5.19688376858383,4.16199326104967,5.93256444407727,0.141561887518204,0.199136743020937,0.17034931526957,607,475,694,0.731707317073171
"491","15-20",493,5.19893289745846,4.12976933303644,5.95969090456477,0.14632964535438,0.205650579745832,0.175990112550106,607,475,694,0.736280487804878
"492","15-20",496,5.04262189230094,3.80753113963269,5.84413908096285,0.158948500557947,0.244930272197085,0.201939386377516,607,475,694,0.740853658536585
"493","15-20",499,5.17289508004772,4.03795448348138,5.86849765357931,0.134470651882075,0.219401433627351,0.176936042754713,607,475,694,0.745426829268293
"494","15-20",502,5.11388109554207,3.42266769489103,5.89622682218525,0.152984731562332,0.330710348765309,0.241847540163821,607,475,694,0.75
"495","15-20",505,5.15036126083917,3.9953834889058,5.85733401732447,0.1372666344516,0.224251797774899,0.180759216113249,607,475,694,0.754573170731707
"496","15-20",508,5.17557439776349,3.43274083136483,5.9360797475464,0.146941245808687,0.336742056524545,0.241841651166616,607,475,694,0.759146341463415
"497","15-20",511,5.20508636612255,4.15693004138521,5.91996095578508,0.137341542364275,0.201371552940849,0.169356547652562,607,475,694,0.763719512195122
"498","15-20",514,5.16061128304787,4.00290589230336,5.88434577466238,0.140242008537228,0.224334933837676,0.182288471187452,607,475,694,0.768292682926829
"499","15-20",517,5.05140694612107,4.03413968861804,5.93506334324215,0.174932727960004,0.201382954957566,0.188157841458785,607,475,694,0.772865853658537
"500","15-20",520,5.16167901126806,3.96295790265612,5.82181176812933,0.127891090364236,0.23223472556025,0.180062907962243,607,475,694,0.777439024390244
"501","15-20",523,5.15998457966727,4.14530171877577,5.92150446925807,0.147581814990598,0.196644552948826,0.172113183969712,607,475,694,0.782012195121951
"502","15-20",526,5.1807869333574,4.06422109102708,5.95143468450787,0.148751099217865,0.215520510048603,0.182135804633234,607,475,694,0.786585365853658
"503","15-20",529,5.19363332854561,3.9891641290303,5.96723785920617,0.148952473484915,0.231912636746075,0.190432555115495,607,475,694,0.791158536585366
"504","15-20",532,5.1448159719645,3.94950692012339,5.84340721125409,0.135785466981989,0.232332712842339,0.184059089912164,607,475,694,0.795731707317073
"505","15-20",535,5.16134260575179,3.89892969891321,5.90840851752663,0.144742554183928,0.244590023036205,0.194666288610066,607,475,694,0.80030487804878
"506","15-20",538,5.18404211701771,4.06959969578645,5.88841076301794,0.135872477518651,0.214975572357499,0.175424024938075,607,475,694,0.804878048780488
"507","15-20",541,5.17104883815093,3.41685433674715,6.03092040296274,0.166285717216178,0.339233791114425,0.252759754165302,607,475,694,0.809451219512195
"508","15-20",544,5.14076747789113,3.42078747002661,5.85852210811186,0.139620131295097,0.334576503462105,0.237098317378601,607,475,694,0.814024390243902
"509","15-20",547,5.16364327570033,3.89157638095068,6.00506904433302,0.16295195537468,0.246350653372183,0.204651304373432,607,475,694,0.81859756097561
"510","15-20",550,5.16202024774516,4.08080693849083,5.79865498347915,0.123330538273668,0.209455456848823,0.166392997561245,607,475,694,0.823170731707317
"511","15-20",553,5.13381869576123,4.01960549346792,5.88238180746711,0.145810196282144,0.21703399911907,0.181422097700607,607,475,694,0.827743902439024
"512","15-20",556,5.17631195528322,4.2310669249753,5.80601235547892,0.121650396196271,0.182609749658375,0.152130072927323,607,475,694,0.832317073170732
"513","15-20",559,5.08701522426808,3.433604739302,5.9646640636109,0.172527268083633,0.325025660839057,0.248776464461345,607,475,694,0.836890243902439
"514","15-20",562,5.2270048038812,4.40608382302723,5.89645717821904,0.128075714382498,0.157053802637491,0.142564758509994,607,475,694,0.841463414634146
"515","15-20",565,5.13404025137079,4.13892454375434,5.88696199699452,0.146652871570826,0.193827017104267,0.170239944337546,607,475,694,0.846036585365854
"516","15-20",568,5.2278764795968,4.23896169669887,5.8689717309,0.122630145108677,0.189161849320166,0.155895997214422,607,475,694,0.850609756097561
"517","15-20",571,5.19381257453245,4.20863485370891,5.83591545975866,0.123628428252248,0.189682955764383,0.156655692008316,607,475,694,0.855182926829268
"518","15-20",574,5.19976399863963,4.19753199686638,5.84837677054103,0.124738886624681,0.19274567115651,0.158742278890595,607,475,694,0.859756097560976
