"","group","time","mean_rate","lower_ci","upper_ci","percent_mean_upper","percent_mean_lower","mean_percent_mean","cutoff_mean","cutoff_upper","cutoff_lower","y_for_percent"
"58","08-14",181,2.70953154174838,-10.8676168033304,5.67295585176795,1.09370356622878,3.01088403507488,2.05229380065183,493,493,493,0.260670731707317
"59","08-14",184,2.66127535738177,-11.0274525838354,5.67327845402964,1.13178934614686,3.14367215074071,2.13773074844378,493,493,493,0.265243902439024
"60","08-14",187,2.46579044809357,-11.4800275293441,6.09180083245333,1.47052657583422,3.65571903655473,2.56312280619447,493,493,493,0.269817073170732
"61","08-14",190,2.09620587974567,-11.1830181552974,5.77342645606366,1.75422682087131,4.33488540574758,3.04455611330944,493,493,493,0.274390243902439
"62","08-14",193,2.3914836970201,-11.2593785952729,5.73638667506637,1.39867270774798,3.70811430130283,2.55339350452541,493,493,493,0.278963414634146
"63","08-14",196,2.94434825231317,-10.77236703215,5.98407179960053,1.03239266785077,2.65865927160174,1.84552596972625,493,493,493,0.283536585365854
"64","08-14",199,2.69816996575685,-11.0280345026281,5.67319518648444,1.10260853040557,3.08722750700942,2.09491801870749,493,493,493,0.288109756097561
"65","08-14",202,2.67095004967619,-10.6592327061399,5.67400740453657,1.12434051517528,2.99080196480355,2.05757123998942,493,493,493,0.292682926829268
"66","08-14",205,2.41673502624186,-11.2014224190037,5.90455312853524,1.44319425357819,3.63494023853432,2.53906724605625,493,493,493,0.297256097560976
"67","08-14",208,3.19449937614005,-10.3294347160201,5.68716094512972,0.780298029671737,2.23350656856327,1.5069022991175,493,493,493,0.301829268292683
"68","08-14",211,2.88270881563736,-11.0863589258726,5.67311408850974,0.967980275266001,2.84581296096722,1.90689661811661,493,493,493,0.30640243902439
"69","08-14",214,2.81864460904492,-10.4439947680394,5.67128019800396,1.01205933511627,2.70532515327583,1.85869224419605,493,493,493,0.310975609756098
"70","08-14",217,2.22385659403059,-11.1366164052373,5.6735505934903,1.55122142710083,4.00779431332526,2.77950787021304,493,493,493,0.315548780487805
"71","08-14",220,2.54140982331197,-11.1507096826184,5.67345826949651,1.23240589434051,3.38760784676859,2.31000687055455,493,493,493,0.320121951219512
"72","08-14",223,2.7967639149603,-11.0384827533596,5.67325542487766,1.02850708797071,2.9468768508894,1.98769196943006,493,493,493,0.324695121951219
"73","08-14",226,3.28282677062266,-10.6340894260126,5.67282438989482,0.728030379385158,2.23930873269796,1.48366955604156,493,493,493,0.329268292682927
"74","08-14",229,3.55014881112015,-10.1590115599484,5.67332493850763,0.598052712815036,1.86157344394333,1.22981307837918,493,493,493,0.333841463414634
"75","08-14",232,2.86736010739453,-11.5091573118324,5.67330002866615,0.9785795352441,3.01385137574867,1.99621545549638,493,493,493,0.338414634146341
"76","08-14",235,2.90981378099247,-10.7472551970557,5.67264497600496,0.949487287832609,2.69345119858152,1.82146924320707,493,493,493,0.342987804878049
"77","08-14",238,2.81943347003635,-10.7819040914815,5.67313422094514,1.01215395973575,2.82413850373369,1.91814623173472,493,493,493,0.347560975609756
"78","08-14",241,3.04475302311541,-10.9930474257491,5.67331411019989,0.863308474325751,2.61048904206388,1.73689875819482,493,493,493,0.352134146341463
"79","08-14",244,3.59700568096032,-10.6099054979341,5.62662781866949,0.564253247764485,1.94964935810206,1.25695130293328,493,493,493,0.356707317073171
"80","08-14",247,3.09106668800607,-10.5169441640905,5.67241580114808,0.835099780654407,2.40236728146251,1.61873353105846,493,493,493,0.361280487804878
"81","08-14",250,2.89504471365741,-11.1202875782061,5.61891255110258,0.940872458582518,2.8411453632291,1.89100891090581,493,493,493,0.365853658536585
"82","08-14",253,3.22803410241749,-11.0946016126191,5.66647157800062,0.755393963699757,2.43695303724032,1.59617350047004,493,493,493,0.370426829268293
"83","08-14",256,2.42383052039182,-11.1742874119128,5.67517982232926,1.34140950639232,3.6101768741267,2.47579319025951,493,493,493,0.375
"84","08-14",259,3.04746906426437,-10.6913305179646,5.66327062346757,0.858352128944296,2.50826547948744,1.68330880421587,493,493,493,0.379573170731707
"85","08-14",262,3.41967636434628,-10.6614783540824,5.66792563822774,0.657445042847277,2.1176863592238,1.38756570103554,493,493,493,0.384146341463415
"86","08-14",265,3.32198785980511,-10.624314263163,5.6712230137354,0.707177525347158,2.19817973801575,1.45267863168145,493,493,493,0.388719512195122
"87","08-14",268,3.3536229343729,-10.7532131023786,5.67329858236031,0.691692445269243,2.20644667358508,1.44906955942716,493,493,493,0.393292682926829
"88","08-14",271,3.60928004416665,-11.1467826382746,5.67329868717401,0.571864365676817,2.0883673480228,1.33011585684981,493,493,493,0.397865853658537
"89","08-14",274,3.63174452100275,-10.2227121836808,5.67066187103217,0.561415412961498,1.81482139631844,1.18811840463997,493,493,493,0.402439024390244
"90","08-14",277,3.41907299509472,-10.6923331252524,5.66868724070735,0.657960285972282,2.12726085128704,1.39261056862966,493,493,493,0.407012195121951
"91","08-14",280,3.53284280134868,-10.7937483339302,5.61830631535544,0.590307475104926,2.0552585950922,1.32278303509856,493,493,493,0.411585365853659
"92","08-14",283,3.12683581993252,-10.9133015093034,5.66717147331149,0.812430136940734,2.49020611818975,1.65131812756524,493,493,493,0.416158536585366
"93","08-14",286,3.5408561075624,-10.8665954084198,5.66260588501231,0.599219429707515,2.06891753810933,1.33406848390842,493,493,493,0.420731707317073
"94","08-14",289,4.20986971910285,-10.1344462541176,5.60479628722602,0.33134673070606,1.40730638483446,0.869326557770262,493,493,493,0.42530487804878
"95","08-14",292,3.3175090864445,-11.47440707262,5.66780684475227,0.708452545890891,2.45874171664064,1.58359713126576,493,493,493,0.429878048780488
"96","08-14",295,3.87676783474783,-10.7598713803509,5.66077625069767,0.460179327727496,1.77547478698858,1.11782705735804,493,493,493,0.434451219512195
"97","08-14",298,3.28117127250238,-10.7932512840164,5.67282113309549,0.728901255669324,2.28945074414995,1.50917599990964,493,493,493,0.439024390243902
"98","08-14",301,3.61223385081989,-10.6030227393129,5.67238453368275,0.570325944538518,1.93530905727664,1.25281750090758,493,493,493,0.44359756097561
"99","08-14",304,3.66434582378746,-10.7910206615524,5.65666286833536,0.543703334880289,1.94486961124178,1.24428647306103,493,493,493,0.448170731707317
"100","08-14",307,3.78817966028581,-11.147704961655,5.65512449943644,0.492834291552523,1.9427603654928,1.21779732852266,493,493,493,0.452743902439024
"101","08-14",310,4.05546257525104,-10.2487107998391,5.6718165745298,0.398562178613792,1.52713731409657,0.962849746355179,493,493,493,0.457317073170732
"102","08-14",313,3.85106572162271,-11.0987353777672,5.63548972992984,0.463358492764239,1.88199064364203,1.17267456820313,493,493,493,0.461890243902439
"103","08-14",316,3.94666984837158,-10.0430718947201,5.62763712551884,0.425920419424197,1.54469521915139,0.985307819287793,493,493,493,0.466463414634146
"104","08-14",319,3.55664917999697,-9.98877517446353,5.60060956129212,0.57468709390587,1.80847918052802,1.19158313721694,493,493,493,0.471036585365854
"105","08-14",322,3.59109682206056,-10.3729696987303,5.66433200283879,0.577326450248314,1.88852409520341,1.23292527272586,493,493,493,0.475609756097561
"106","08-14",325,4.0787687130681,-10.3909369798658,5.6679605820686,0.389625394523802,1.54756709949596,0.968596247009878,493,493,493,0.480182926829268
"107","08-14",328,4.34694418018937,-9.97661053424069,5.67270810390815,0.304987565692879,1.29508595479735,0.800036760245113,493,493,493,0.484756097560976
"108","08-14",331,3.48060696364962,-10.8539020779067,5.60139476952274,0.60931550962863,2.11839348460241,1.36385449711552,493,493,493,0.489329268292683
"109","08-14",334,3.82909319323672,-10.6267197964639,5.66335894366078,0.479033979550013,1.77525755059545,1.12714576507273,493,493,493,0.49390243902439
"110","08-14",337,4.27548687797385,-10.0206506611653,5.67182422353398,0.326591423482944,1.34374492242954,0.83516817295624,493,493,493,0.498475609756098
"111","08-14",340,3.88322451274687,-10.6226222166116,5.66348801203869,0.458449799502455,1.73551585331786,1.09698282641016,493,493,493,0.503048780487805
"112","08-14",343,4.13967740370283,-10.2764125589623,5.67050076745747,0.369792912458678,1.48241869034778,0.926105801403228,493,493,493,0.507621951219512
"113","08-14",346,3.82377361404191,-11.3402343530794,5.62821116670757,0.471899682041656,1.96571803085702,1.21880885644934,493,493,493,0.51219512195122
"114","08-14",349,3.68981497747933,-10.7658207696456,5.66671773816579,0.535772870117452,1.91771290304648,1.22674288658197,493,493,493,0.516768292682927
"115","08-14",352,4.18491902572647,-10.5952067832322,5.60392212911631,0.339075402574488,1.53175908974557,0.935417246160031,493,493,493,0.521341463414634
"116","08-14",355,4.45261805826718,-9.83476574816838,5.60186532089007,0.258105960938889,1.20876024385432,0.733433102396607,493,493,493,0.525914634146341
"117","08-14",358,4.17485484601023,-10.1763630589635,5.59864130005838,0.341038552611912,1.43753697657027,0.889287764591092,493,493,493,0.530487804878049
"118","08-14",361,4.45333385211811,-10.3761732645794,5.66123694724934,0.271235693357399,1.32997875504983,0.800607224203616,493,493,493,0.535060975609756
"119","08-14",364,4.36164944915362,-10.2602374917167,5.65300978152315,0.29607155444831,1.35237554308903,0.824223548768668,493,493,493,0.539634146341463
"120","08-14",367,4.58639355395745,-9.70620601775058,5.66323152442709,0.234789700840319,1.11630465278659,0.675547176813455,493,493,493,0.544207317073171
"121","08-14",370,4.76506302467219,-9.28051636199302,5.60065287819594,0.175357565932979,0.94761670809831,0.561487137015645,493,493,493,0.548780487804878
"122","08-14",373,4.37872241707341,-10.28201830378,5.59536163010177,0.277852555413074,1.34817769303864,0.813015124225856,493,493,493,0.553353658536585
"123","08-14",376,4.52124609016397,-10.2236273515912,5.60783967615808,0.240330555852292,1.26124107109161,0.750785813471953,493,493,493,0.557926829268293
"124","08-14",379,4.17114583901021,-10.4854997181256,5.55894640448786,0.33271446720908,1.51381757503203,0.923266021120555,493,493,493,0.5625
"125","08-14",382,4.28321323099498,-10.0634407077133,5.57289392467303,0.301101211666378,1.34950728926835,0.825304250467363,493,493,493,0.567073170731707
"126","08-14",385,4.43799399293464,-9.52310964428704,5.60226296582782,0.262341268317784,1.14581400052546,0.704077634421623,493,493,493,0.571646341463415
"127","08-14",388,4.08167368098612,-9.92168187446055,5.64803275552156,0.383754115825598,1.43078762535066,0.90727087058813,493,493,493,0.576219512195122
"128","08-14",391,4.40910421293493,-10.4619359647695,5.6239945276703,0.275541301829804,1.3728030591968,0.824172180513302,493,493,493,0.580792682926829
"129","08-14",394,4.42415653677357,-10.5551563784482,5.60413031326493,0.266711579186547,1.38580083925914,0.826256209222845,493,493,493,0.585365853658537
"130","08-14",397,4.11408261795708,-10.3066571107148,5.58103829611406,0.356569328907989,1.50521393657203,0.93089163274001,493,493,493,0.589939024390244
"131","08-14",400,4.24674617329632,-10.2843827400112,5.58553261667642,0.315249932241875,1.42170883785797,0.868479385049923,493,493,493,0.594512195121951
"132","08-14",403,4.36121955088259,-10.1039112561448,5.59887558328171,0.283786683508893,1.31676280871943,0.80027474611416,493,493,493,0.599085365853658
"133","08-14",406,4.02155357672909,-10.8886765917497,5.55652456165549,0.381686071225952,1.70757964154887,1.04463285638741,493,493,493,0.603658536585366
"134","08-14",409,4.8833707907917,4.62039642210846,5.57944474773662,0.142539648690504,0.0538509934939038,0.098195321092204,493,493,493,0.608231707317073
"135","08-14",412,4.74796766897524,-7.4818553730596,5.60193132783246,0.179858777143176,0.575801668142871,0.377830222643023,493,493,493,0.61280487804878
"136","08-14",415,4.45163742657421,-10.0692582805485,5.66553999344907,0.272686755580861,1.26192237050567,0.767304563043265,493,493,493,0.617378048780488
"137","08-14",418,4.8825709293496,4.59298395058976,5.66339453188262,0.159920585656917,0.0593103475505299,0.109615466603724,493,493,493,0.621951219512195
"138","08-14",421,4.72605030526647,-10.0951224124238,5.60378824877169,0.185723360271284,1.136059026112,0.660891193191641,493,493,493,0.626524390243902
"139","08-14",424,4.51882718965639,-9.95968076944107,5.65359156904089,0.251119224470893,1.20404108221682,0.727580153343859,493,493,493,0.63109756097561
"140","08-14",427,4.52766890778418,-10.1991794278238,5.60312958285603,0.237530768476215,1.25263366989774,0.745082219186979,493,493,493,0.635670731707317
"141","08-14",430,4.82210423392555,4.16007626830805,5.60202192897166,0.161738041570951,0.137290264478285,0.149514153024618,493,493,493,0.640243902439024
"142","08-14",433,4.58616934126116,-10.0497078108363,5.59098432739712,0.219096791105329,1.1913076171044,0.705202204104866,493,493,493,0.644817073170732
"143","08-14",436,4.90698110207751,4.59275195235956,5.57934605131373,0.137022119150114,0.0640371632132243,0.100529641181669,493,493,493,0.649390243902439
"144","08-14",439,4.25831216496113,-10.6896651514004,5.57440858866689,0.309065275799894,1.51030566508455,0.909685470442223,493,493,493,0.653963414634146
"145","08-14",442,4.5993997549582,-9.96822182622328,5.59952658272199,0.217447249868995,1.16728754996289,0.692367399915944,493,493,493,0.658536585365854
"146","08-14",445,4.78883009934524,4.23587545325868,5.55569131417866,0.160135398192197,0.115467584903913,0.137801491548055,493,493,493,0.663109756097561
"147","08-14",448,4.35393792409223,-10.6551403043855,5.58426905045439,0.28257893148963,1.44724212658752,0.864910529038576,493,493,493,0.667682926829268
"148","08-14",451,4.89305654099733,4.52158395247524,5.57374765541705,0.139113682565577,0.0759183110617343,0.107515996813655,493,493,493,0.672256097560976
"149","08-14",454,4.66937032315847,-9.61971501154389,5.64579154848452,0.20911196965538,1.06017393048339,0.634642950069385,493,493,493,0.676829268292683
"150","08-14",457,4.69029875969244,-9.70517245803824,5.60401504465999,0.194809825936859,1.0692013356255,0.63200558078118,493,493,493,0.68140243902439
"151","08-14",460,4.9049734905823,4.62857039817085,5.5985415824577,0.141400986816152,0.0563515976064189,0.0988762922112856,493,493,493,0.685975609756098
"152","08-14",463,4.30163817543211,-10.3152126389408,5.58362553982197,0.298023058218066,1.3979731019345,0.847998080076283,493,493,493,0.690548780487805
"153","08-14",466,4.64536724428843,-9.59667968431461,5.56748133771517,0.198501871851036,1.06586028179234,0.632181076821689,493,493,493,0.695121951219512
"154","08-14",469,4.63725166456249,-10.2211519896145,5.56466028966434,0.199991005920389,1.20414002279059,0.702065514355487,493,493,493,0.69969512195122
"155","08-14",472,4.94609987497407,4.566878659542,5.59081865830447,0.130348921297062,0.0766707557505711,0.103509838523817,493,493,493,0.704268292682927
"156","08-14",475,4.66506053530654,-10.2775657697981,5.60071083395273,0.200565521404259,1.20309376309579,0.701829642250023,493,493,493,0.708841463414634
"157","08-14",478,4.66264562810286,-10.1689970576019,5.57347063115284,0.195345105697121,1.18095001608334,0.688147560890233,493,493,493,0.713414634146341
"158","08-14",481,5.08021508783486,4.64432145427541,5.59987907045553,0.102291728526428,0.0858022005019527,0.0940469645141905,493,493,493,0.717987804878049
"159","08-14",484,4.65246597005052,-10.1368097067312,5.58161348455881,0.199710759947419,1.17880362198998,0.689257190968699,493,493,493,0.722560975609756
"160","08-14",487,4.79050201059356,4.09106929451749,5.54614384204926,0.157737504291761,0.146004054382896,0.151870779337329,493,493,493,0.727134146341463
"161","08-14",490,4.84589009631195,4.12927487821479,5.58556460654517,0.15263955548562,0.147881029873655,0.150260292679638,493,493,493,0.731707317073171
"162","08-14",493,4.92299628164518,4.61449383192269,5.60077659126679,0.137676380571042,0.0626655865804153,0.100170983575728,493,493,493,0.736280487804878
"163","08-14",496,5.00890189473188,4.61915238066833,5.52964810046665,0.103964145571,0.0778113690893949,0.0908877573301973,493,493,493,0.740853658536585
"164","08-14",499,4.57291179225207,-10.2910059272277,5.56462567505859,0.216867048362226,1.25042738516492,0.733647216763574,493,493,493,0.745426829268293
"165","08-14",502,4.83013131628936,4.18150419667382,5.59136060182242,0.157600122167663,0.134287678148229,0.145943900157946,493,493,493,0.75
"166","08-14",505,4.84312103626525,4.1583159628328,5.57323594516041,0.150752975907078,0.141397472477899,0.146075224192489,493,493,493,0.754573170731707
"167","08-14",508,4.82089816950053,4.13410456200288,5.58100576454172,0.157669290724707,0.142461753671269,0.150065522197988,493,493,493,0.759146341463415
"168","08-14",511,5.06407339343859,4.64831113728351,5.63829180619817,0.113390618213312,0.0821003614785223,0.0977454898459169,493,493,493,0.763719512195122
"169","08-14",514,5.03813204104289,4.64439906748239,5.5435135232764,0.100311281664801,0.0781505864381825,0.0892309340514919,493,493,493,0.768292682926829
"170","08-14",517,4.81585582704809,4.18538531331003,5.62661647745302,0.168352350967677,0.13091557064417,0.149633960805924,493,493,493,0.772865853658537
"171","08-14",520,4.66839704797993,-10.5201546598911,5.56265767380452,0.191556248672453,1.25348327311691,0.722519760894681,493,493,493,0.777439024390244
"172","08-14",523,5.00356816893303,4.73785552861183,5.59243095484734,0.117688570642555,0.0531046308054714,0.085396600724013,493,493,493,0.782012195121951
"173","08-14",526,4.88825465951282,4.60507321890078,5.52848616613892,0.130973435555405,0.0579309918031691,0.094452213679287,493,493,493,0.786585365853658
"174","08-14",529,4.75152826869782,-10.0592297482656,5.57799361870548,0.173936742721759,1.11705143680485,0.645494089763302,493,493,493,0.791158536585366
"175","08-14",532,4.96830269624314,4.59884343567326,5.59257229273725,0.125650475557007,0.0743632751783116,0.10000687536766,493,493,493,0.795731707317073
"176","08-14",535,4.98307556582722,4.54087999868499,5.58585639594633,0.120965620961649,0.0887394865481679,0.104852553754908,493,493,493,0.80030487804878
"177","08-14",538,5.04326343472281,4.60923654908685,5.55159838265393,0.100794843360996,0.086060720653157,0.0934277820070764,493,493,493,0.804878048780488
"178","08-14",541,4.99450618277847,4.6154138117724,5.5849908419399,0.118226835156894,0.0759018724039658,0.0970643537804299,493,493,493,0.809451219512195
"179","08-14",544,5.05868244000302,4.64337310508217,5.56720235647485,0.100524182433465,0.0820983210245954,0.0913112517290302,493,493,493,0.814024390243902
"180","08-14",547,4.8208528461384,4.14846104714051,5.57629971409389,0.156703988291327,0.139475694541577,0.148089841416452,493,493,493,0.81859756097561
"181","08-14",550,4.98691859824141,4.60815385643692,5.60081582908572,0.12310151424184,0.0759516591945287,0.0995265867181842,493,493,493,0.823170731707317
"182","08-14",553,4.96737019255472,4.60650628243589,5.5717069417782,0.121661306847895,0.0726468727174203,0.0971540897826576,493,493,493,0.827743902439024
"183","08-14",556,5.16545338342864,4.67828572045846,5.60222283164843,0.0845558784096272,0.0943126627631703,0.0894342705863987,493,493,493,0.832317073170732
"184","08-14",559,4.81066052195214,4.22185629497715,5.57350480936016,0.158573710185324,0.122395713496752,0.140484711841038,493,493,493,0.836890243902439
"185","08-14",562,4.72004448311323,-9.99899121589024,5.56114495499087,0.178197573113309,1.11841037762745,0.648303975370378,493,493,493,0.841463414634146
"186","08-14",565,4.91976494131444,4.55512177399306,5.59619640022897,0.137492637754721,0.0741180059761066,0.105805321865414,493,493,493,0.846036585365854
"187","08-14",568,5.06914206246362,4.72836609522706,5.56465996592671,0.097751828091846,0.0672255705279922,0.0824886993099191,493,493,493,0.850609756097561
"188","08-14",571,4.66553878145784,-9.70201967352934,5.52856904917043,0.184979765068616,1.07950681110784,0.632243288088228,493,493,493,0.855182926829268
"189","08-14",574,4.9964363019971,4.69419282080786,5.52239802013618,0.105267371852384,0.0604918111471631,0.0828795914997735,493,493,493,0.859756097560976
"190","08-14",577,4.99364457879242,4.63413576645999,5.56751883518298,0.114920925455479,0.0719932719799939,0.0934570987177365,493,493,493,0.864329268292683
"191","08-14",580,4.93211585748178,4.58829134749491,5.61907956388913,0.13928377318332,0.069711361193048,0.104497567188184,493,493,493,0.86890243902439
"192","08-14",583,5.12984913825371,4.72818718672585,5.59822626790713,0.0913042697807029,0.0782989793077206,0.0848016245442118,493,493,493,0.873475609756098
